posting_title,price,rooms,sqm,toilets,floor,link,location,city
"Trilocale via Diego Angeli 168, Casal Bruciato, Roma",850.0,3,86.0,na,na,"('https://www.immobiliare.it/annunci/103409352/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale via Igino Giordani, Casal Bruciato, Roma",800.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104273857/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale buono stato, sesto piano, Colli Aniene, Roma",880.0,2,63.0,1,na,"('https://www.immobiliare.it/annunci/103793856/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale viale Ettore Franceschini, Colli Aniene, Roma",800.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104081463/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale via Achille De Zigno, Pietralata, Roma",1000.0,3,80.0,2,na,"('https://www.immobiliare.it/annunci/104305795/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale via Cipriano Facchinetti, Casal Bruciato, Roma",740.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104714077/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale via Cupra, Pietralata, Roma",900.0,3,63.0,1,na,"('https://www.immobiliare.it/annunci/104387739/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale via Atri, Casal Bruciato, Roma",800.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104273761/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale via Giuseppe Marcotti, Monti Tiburtini, Roma",900.0,2,63.0,1,na,"('https://www.immobiliare.it/annunci/104530433/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale buono stato, quinto piano, Colli Aniene, Roma",900.0,3,80.0,1,na,"('https://www.immobiliare.it/annunci/99606556/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
Palazzo - Edificio in Affitto,,na,5814.0,na,na,"('https://www.immobiliare.it/annunci/86648516/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Quadrilocale via dei Durantini, Monti Tiburtini, Roma",1100.0,4,110.0,2,na,"('https://www.immobiliare.it/annunci/104546771/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Attico buono stato, 35 m², Casal Bruciato, Roma",650.0,2,35.0,1,na,"('https://www.immobiliare.it/annunci/97914182/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Appartamento via di San Romano, Casal Bruciato, Roma",620.0,na,,na,na,"('https://www.immobiliare.it/annunci/104696025/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Appartamento via Cipriano Facchinetti, Casal Bruciato, Roma",1008.0,na,,na,na,"('https://www.immobiliare.it/annunci/104458463/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Appartamento via dei Monti di Pietralata, Pietralata, Roma",1103.0,na,,na,na,"('https://www.immobiliare.it/annunci/104458827/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Appartamento via dei Monti di Pietralata, Pietralata, Roma",1103.0,na,,na,na,"('https://www.immobiliare.it/annunci/104458819/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Appartamento via dei Monti di Pietralata, Pietralata, Roma",683.0,na,,na,na,"('https://www.immobiliare.it/annunci/104458831/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Appartamento via Alessandro Malladra 10, Pietralata, Roma",2000.0,5,130.0,2,na,"('https://www.immobiliare.it/annunci/103525302/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Attico via Tiburtina 547, Monti Tiburtini, Roma",750.0,2,48.0,1,na,"('https://www.immobiliare.it/annunci/104375543/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale via di Pietralata, Pietralata, Roma",900.0,2,75.0,1,na,"('https://www.immobiliare.it/annunci/67319423/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale via del Forte Tiburtino 160, Casal Bruciato, Roma",1200.0,2,70.0,2,na,"('https://www.immobiliare.it/annunci/69790214/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale via Tiburtina 612, Casal Bruciato, Roma",1200.0,3,110.0,na,na,"('https://www.immobiliare.it/annunci/90746571/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale largo Antonio Beltramelli 36, Pietralata, Roma",900.0,3,65.0,1,na,"('https://www.immobiliare.it/annunci/104342735/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale via Tiburtina 615, Monti Tiburtini, Roma",800.0,3,85.0,1,na,"('https://www.immobiliare.it/annunci/87448854/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale via dei Durantini 276, Monti Tiburtini, Roma",1000.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/88553529/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale via Riccardo Zampieri 47, Casal Bruciato, Roma",1100.0,2,110.0,1,na,"('https://www.immobiliare.it/annunci/101932346/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale via Eugenio Checchi 5, Monti Tiburtini, Roma",1000.0,3,80.0,1,na,"('https://www.immobiliare.it/annunci/92533120/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale via Arturo Calza 5, Monti Tiburtini, Roma",750.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/102456040/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale via Vacuna, Pietralata, Roma",900.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/103115654/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Appartamento via Antonino Bongiorno 8, Colli Aniene, Roma",670.0,na,45.0,na,na,"('https://www.immobiliare.it/annunci/100467020/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale via Yambo 9, Casal Bruciato, Roma",1300.0,3,95.0,1,na,"('https://www.immobiliare.it/annunci/99951008/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Quadrilocale via Renato Simoni 73, Monti Tiburtini, Roma",1000.0,4,100.0,2,na,"('https://www.immobiliare.it/annunci/83947038/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Appartamento via Camesena 8, Pietralata, Roma",600.0,na,14.0,na,na,"('https://www.immobiliare.it/annunci/79843033/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Bilocale via Maffio Maffii 11, Monti Tiburtini, Roma",1200.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/104591893/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale via Eugenio Torelli Viollier 129, Pietralata, Roma",1200.0,3,65.0,1,na,"('https://www.immobiliare.it/annunci/104591725/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Attico via Giuseppe Scarabelli 21, Monti Tiburtini, Roma",1200.0,2,75.0,1,na,"('https://www.immobiliare.it/annunci/104521071/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Trilocale via Luigi Vittorio Bertarelli 11, Casal Bruciato, Roma",1100.0,3,84.0,1,na,"('https://www.immobiliare.it/annunci/104433375/', 'Monti Tiburtini, Pietralata')","Monti Tiburtini, Pietralata",Roma
"Attico via di Casalotti 53, Casalotti, Roma",1000.0,3,124.0,2,na,"('https://www.immobiliare.it/annunci/102639630/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Bilocale via Nosate, Casalotti, Roma",617.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104640885/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Bilocale via Nosate 33, Casalotti, Roma",620.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104620521/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Attico via Salasco, Casalotti, Roma",850.0,4,78.0,2,na,"('https://www.immobiliare.it/annunci/103978671/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Trilocale via Montanaro, Casal Selce, Roma",850.0,3,85.0,2,na,"('https://www.immobiliare.it/annunci/104509703/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Trilocale via Montanaro, Casal Selce, Roma",850.0,3,85.0,2,na,"('https://www.immobiliare.it/annunci/103869991/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Trilocale via Guido Agosti, Casalotti, Roma",850.0,3,116.0,1,na,"('https://www.immobiliare.it/annunci/100853857/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Villa unifamiliare via di Boccea 1140, Valle Santa, Roma",1600.0,4,130.0,3,na,"('https://www.immobiliare.it/annunci/104011197/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Villa bifamiliare via Corrado Barbagallo, Castel di Guido, Roma",2500.0,5+,310.0,3+,na,"('https://www.immobiliare.it/annunci/98330086/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Bilocale via Nosate, Casalotti, Roma",617.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104623371/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Casale, ottimo stato, 150 m², Maglianella, Roma",1700.0,5+,150.0,3,na,"('https://www.immobiliare.it/annunci/61585178/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Quadrilocale via Paolo Medolaghi 126, Casal Selce, Roma",850.0,4,110.0,2,na,"('https://www.immobiliare.it/annunci/95999290/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Trilocale via Somma Lombardo 15, Casalotti, Roma",650.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/104573939/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Trilocale via Refrancore, Casalotti, Roma",1200.0,3,110.0,1,na,"('https://www.immobiliare.it/annunci/104387671/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Monolocale via Andrea Arditi, Casalotti, Roma",600.0,na,44.0,1,na,"('https://www.immobiliare.it/annunci/102888324/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Trilocale via Montiglio, Casalotti, Roma",750.0,3,80.0,1,na,"('https://www.immobiliare.it/annunci/102449632/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Bilocale via Nosate, Casalotti, Roma",617.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104623891/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Trilocale via Nosate, Casalotti, Roma",620.0,3,55.0,1,na,"('https://www.immobiliare.it/annunci/104661745/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Bilocale via Nosate, Casalotti, Roma",620.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104621809/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Monolocale via di Selva Nera, Casalotti, Roma",600.0,na,45.0,1,na,"('https://www.immobiliare.it/annunci/103840669/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Trilocale via Lurano, Casalotti, Roma",800.0,3,68.0,1,na,"('https://www.immobiliare.it/annunci/103841869/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Monolocale via Carezzano, Casal Selce, Roma",400.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/104713583/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Bilocale via Bussoleno 31, Casalotti, Roma",670.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/89717625/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Monolocale via Cassano d'Adda 22, La Storta, Roma",530.0,na,60.0,1,na,"('https://www.immobiliare.it/annunci/87077688/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
Palazzo - Edificio in Affitto,500.0,na,65.0,na,na,"('https://www.immobiliare.it/annunci/97824946/', 'Casalotti, Casal Selce, Maglianella')","Casalotti, Casal Selce, Maglianella",Roma
"Bilocale via degli Olivi, Centocelle, Roma",850.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104624873/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via Tor de' Schiavi 311, Tor de' Schiavi, Roma",830.0,2,72.0,1,na,"('https://www.immobiliare.it/annunci/104716127/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via Formia, Tor de' Schiavi, Roma",750.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/103812524/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Frassini, Centocelle, Roma",750.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104591515/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Gerani, 97, Centocelle, Roma",600.0,2,45.0,1,na,"('https://www.immobiliare.it/annunci/104674397/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Dino Penazzato, Villa Gordiani, Roma",950.0,3,90.0,1,na,"('https://www.immobiliare.it/annunci/104574731/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Attico viale delle Gardenie, Centocelle, Roma",750.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/104261547/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via Pisino 209, Villa Gordiani, Roma",800.0,2,62.0,1,na,"('https://www.immobiliare.it/annunci/97925504/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Scipio Sighele, Villa Gordiani, Roma",1100.0,3,98.0,2,na,"('https://www.immobiliare.it/annunci/103794358/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Ceccano 16, Centocelle, Roma",900.0,3,85.0,1,na,"('https://www.immobiliare.it/annunci/101270005/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Dignano d'Istria, Villa Gordiani, Roma",1270.0,3,90.0,1,na,"('https://www.immobiliare.it/annunci/104574679/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Prenestina 445, Villa Gordiani, Roma",950.0,3,100.0,1,na,"('https://www.immobiliare.it/annunci/103255048/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via Montelanico, Tor de' Schiavi, Roma",850.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/104579547/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale largo Irpinia 46, Tor de' Schiavi, Roma",550.0,3,89.0,1,na,"('https://www.immobiliare.it/annunci/104623843/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via Galeazzo Alessi, Torpignattara, Roma",900.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/103856785/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale viale Palmiro Togliatti 575, Centocelle, Roma",730.0,2,64.0,1,na,"('https://www.immobiliare.it/annunci/104716125/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Quadrilocale viale Ronchi 20, Villa Gordiani, Roma",1100.0,4,100.0,1,na,"('https://www.immobiliare.it/annunci/99493852/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Gelsi 121, Centocelle, Roma",750.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/104542521/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via dei Gelsi 121, Centocelle, Roma",850.0,3,80.0,1,na,"('https://www.immobiliare.it/annunci/104688101/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via dei Gelsi 121, Centocelle, Roma",800.0,3,82.0,1,na,"('https://www.immobiliare.it/annunci/97074860/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via Prenestina, Villa Gordiani, Roma",750.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/80565197/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale viale telese, Tor de' Schiavi, Roma",1100.0,3,95.0,1,na,"('https://www.immobiliare.it/annunci/103862987/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via delle Azalee 94, Centocelle, Roma",850.0,3,80.0,1,na,"('https://www.immobiliare.it/annunci/104430297/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Pisino, Villa Gordiani, Roma",1000.0,3,97.0,1,na,"('https://www.immobiliare.it/annunci/103864729/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Quadrilocale ottimo stato, quinto piano, Tor de' Schiavi, Roma",1300.0,4,130.0,2,na,"('https://www.immobiliare.it/annunci/104677385/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Giunchi, Centocelle, Roma",800.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/104626991/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Attico via Costantino Lazzari, Villa Gordiani, Roma",1200.0,3,101.0,1,na,"('https://www.immobiliare.it/annunci/104684355/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via Latisana, Villa Gordiani, Roma",950.0,2,75.0,1,na,"('https://www.immobiliare.it/annunci/104380995/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Quadrilocale viale Ronchi 20, Villa Gordiani, Roma",1150.0,4,100.0,1,na,"('https://www.immobiliare.it/annunci/101485125/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Quadrilocale via dei Castani 170, Centocelle, Roma",1500.0,4,109.0,1,na,"('https://www.immobiliare.it/annunci/103517310/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Mario Chiri, Villa Gordiani, Roma",1200.0,3,120.0,1,na,"('https://www.immobiliare.it/annunci/104326513/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via degli Olivi, Centocelle, Roma",850.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104620805/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Quadrilocale via dei Castani, Centocelle, Roma",1060.0,4,90.0,1,na,"('https://www.immobiliare.it/annunci/104357663/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Frassini, Centocelle, Roma",750.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104535247/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Francesco Laparelli, Torpignattara, Roma",890.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/104625589/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Francesco Laparelli, Torpignattara, Roma",890.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/104564989/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via Vincenzo Briganti, Centocelle, Roma",700.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/104705617/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Monolocale via Guarcino, Centocelle, Roma",800.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/104474961/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via degli Olivi, Centocelle, Roma",850.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104620101/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Francesco Laparelli, Torpignattara, Roma",890.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/104569945/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Francesco Laparelli 112, Torpignattara, Roma",890.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/104564803/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via degli Olivi, Centocelle, Roma",850.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104657301/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Francesco Laparelli, Torpignattara, Roma",890.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/104565625/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Frassini, Centocelle, Roma",750.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104539329/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via degli Olivi, Centocelle, Roma",850.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104625927/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Francesco Laparelli, Torpignattara, Roma",890.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/104565465/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Francesco Laparelli, Torpignattara, Roma",890.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/104576833/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Quintili, Torpignattara, Roma",650.0,2,38.0,1,na,"('https://www.immobiliare.it/annunci/104623029/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Quadrilocale via dei Castani, Centocelle, Roma",1060.0,4,85.0,1,na,"('https://www.immobiliare.it/annunci/104541917/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Frassini, Centocelle, Roma",750.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104560945/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Frassini, Centocelle, Roma",750.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104533939/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Virgulti 18, Centocelle, Roma",750.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104690809/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via delle Palme, Centocelle, Roma",750.0,2,40.0,1,na,"('https://www.immobiliare.it/annunci/104533035/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Formia, Tor de' Schiavi, Roma",790.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/103071100/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via dei Gelsi, Centocelle, Roma",600.0,2,40.0,1,na,"('https://www.immobiliare.it/annunci/103523648/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Monolocale via Giuseppe Cei, Torpignattara, Roma",500.0,na,20.0,1,na,"('https://www.immobiliare.it/annunci/103786038/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Quadrilocale via Formia, Tor de' Schiavi, Roma",790.0,4,70.0,1,na,"('https://www.immobiliare.it/annunci/104138115/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via Federico Delpino, Centocelle, Roma",840.0,2,65.0,2,na,"('https://www.immobiliare.it/annunci/97592194/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Francesco Laparelli, Torpignattara, Roma",890.0,3,75.0,1,na,"('https://www.immobiliare.it/annunci/104573965/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via roccaromana, Tor de' Schiavi, Roma",350.0,3,80.0,1,na,"('https://www.immobiliare.it/annunci/103559106/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via di Acqua Bullicante, Tor de' Schiavi, Roma",750.0,2,51.0,1,na,"('https://www.immobiliare.it/annunci/103840947/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Bilocale via di Tor Pignattara, Torpignattara, Roma",750.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104533977/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Monolocale via Fausto Pesci, Torpignattara, Roma",500.0,na,15.0,1,na,"('https://www.immobiliare.it/annunci/104390177/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Monolocale via dei Ciclamini, Centocelle, Roma",750.0,na,30.0,1,na,"('https://www.immobiliare.it/annunci/104530747/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Quadrilocale viale Agosta,15, Tor de' Schiavi, Roma",1700.0,4,130.0,2,na,"('https://www.immobiliare.it/annunci/104697809/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Monolocale via Amedeo Cencelli,59, Torpignattara, Roma",850.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/104696803/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Monolocale via Torre Cajetani, Tor de' Schiavi, Roma",700.0,na,38.0,1,na,"('https://www.immobiliare.it/annunci/104480103/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
"Trilocale via Prenestina, Tor de' Schiavi, Roma",900.0,3,90.0,2,na,"('https://www.immobiliare.it/annunci/103522120/', ""Centocelle, Tor de' Schiavi"")","Centocelle, Tor de' Schiavi",Roma
