posting_title,price,rooms,sqm,toilets,floor,link,location,city
"Trilocale via Giacinta Pezzana, Parioli, Roma",1700.0,3,110.0,1,na,"('https://www.immobiliare.it/annunci/103032000/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Pezzana, Parioli, Roma",3300.0,5,160.0,3+,na,"('https://www.immobiliare.it/annunci/103439866/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa unifamiliare viale Giorgio Washington 17, Flaminio, Roma",10000.0,5+,150.0,3+,na,"('https://www.immobiliare.it/annunci/70592922/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via delle Tre Madonne 20, Parioli, Roma",1000.0,na,30.0,1,na,"('https://www.immobiliare.it/annunci/102162116/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Giovanni Paolo Pannini 19, Flaminio, Roma",1100.0,3,82.0,1,na,"('https://www.immobiliare.it/annunci/100768977/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Eustachio Manfredi, Euclide, Roma",1200.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/102333020/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Giacinta Pezzana, Parioli, Roma",2100.0,4,100.0,1,na,"('https://www.immobiliare.it/annunci/103862873/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Barnaba Tortolini, Euclide, Roma",1600.0,3,92.0,2,na,"('https://www.immobiliare.it/annunci/100119180/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale viale Pinturicchio, Flaminio, Roma",2000.0,4,130.0,2,na,"('https://www.immobiliare.it/annunci/104376723/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Lovanio 6, Pinciano - Villa Ada, Roma",2500.0,5,150.0,2,na,"('https://www.immobiliare.it/annunci/93442096/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Omero 2, Flaminio, Roma",2000.0,2,70.0,2,na,"('https://www.immobiliare.it/annunci/102088490/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Flaminia, Flaminio, Roma",3200.0,5+,196.0,2,na,"('https://www.immobiliare.it/annunci/103781630/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Emanuele Gianturco 5, Flaminio, Roma",2500.0,3,146.0,2,na,"('https://www.immobiliare.it/annunci/97344728/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico via Salaria, Pinciano - Villa Ada, Roma",9500.0,5+,220.0,3,na,"('https://www.immobiliare.it/annunci/102140404/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale viale Pinturicchio 19, Flaminio, Roma",1800.0,2,90.0,1,na,"('https://www.immobiliare.it/annunci/103017166/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Sicilia 186, Vittorio Veneto, Roma",2100.0,3,90.0,1,na,"('https://www.immobiliare.it/annunci/98425148/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Cesare Fracassini 13, Flaminio, Roma",1900.0,3,90.0,2,na,"('https://www.immobiliare.it/annunci/84748868/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Cavalier d'Arpino 26, Parioli, Roma",2500.0,3,103.0,2,na,"('https://www.immobiliare.it/annunci/102962276/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Lima, Pinciano - Villa Ada, Roma",1750.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/58547358/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Giambattista Vico 20, Flaminio, Roma",2500.0,2,85.0,1,na,"('https://www.immobiliare.it/annunci/103070764/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Paraguay 5, Pinciano - Villa Ada, Roma",2200.0,4,120.0,2,na,"('https://www.immobiliare.it/annunci/104477271/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
Palazzo - Edificio in Affitto,,5+,1380.0,3+,na,"('https://www.immobiliare.it/annunci/102138614/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico via Nicola Martelli, Euclide, Roma",11000.0,5+,300.0,3+,na,"('https://www.immobiliare.it/annunci/101945966/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Cremera, Pinciano - Villa Ada, Roma",1600.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104679933/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Cesare Majoli, Euclide, Roma",1550.0,3,100.0,2,na,"('https://www.immobiliare.it/annunci/103705216/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Salaria 90, Salario - Porta Pia, Roma",2200.0,4,233.0,3,na,"('https://www.immobiliare.it/annunci/104484895/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Barnaba Tortolini, Euclide, Roma",2900.0,5+,140.0,3,na,"('https://www.immobiliare.it/annunci/104620773/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via dei Monti Parioli, Euclide, Roma",4500.0,5+,220.0,2,na,"('https://www.immobiliare.it/annunci/103249968/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via CIVININI, Euclide, Roma",600.0,3,75.0,1,na,"('https://www.immobiliare.it/annunci/79967771/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Di Villa Emiliani, Parioli, Roma",2600.0,5,150.0,2,na,"('https://www.immobiliare.it/annunci/102938382/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico piazzale Flaminio 10, Flaminio, Roma",5500.0,3,147.0,2,na,"('https://www.immobiliare.it/annunci/96353308/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa unifamiliare via di Villa Ruffo, Flaminio, Roma",8000.0,4,203.0,3,na,"('https://www.immobiliare.it/annunci/69429896/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento piazza Euclide, Euclide, Roma",2100.0,5+,120.0,2,na,"('https://www.immobiliare.it/annunci/84204968/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa unifamiliare via di Villa Ruffo, Flaminio, Roma",10000.0,5+,150.0,3,na,"('https://www.immobiliare.it/annunci/84472506/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico piazzale Flaminio 10, Flaminio, Roma",6500.0,5,217.0,3,na,"('https://www.immobiliare.it/annunci/103167368/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento piazza Ungheria, Parioli, Roma",9000.0,5+,392.0,3+,na,"('https://www.immobiliare.it/annunci/104181409/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Armando Spadini 7, Parioli, Roma",1350.0,2,49.0,1,na,"('https://www.immobiliare.it/annunci/104327137/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Flaminia 358, Flaminio, Roma",3200.0,5+,204.0,2,na,"('https://www.immobiliare.it/annunci/103510022/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa bifamiliare via di Villa Ruffo, Flaminio, Roma",30000.0,5+,300.0,3+,na,"('https://www.immobiliare.it/annunci/69404546/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Saverio Mercadante 8, Parioli, Roma",2000.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/102098198/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via dei Monti Parioli, Euclide, Roma",5500.0,5+,338.0,3+,na,"('https://www.immobiliare.it/annunci/103671600/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento piazzale Flaminio 1, Flaminio, Roma",6000.0,5+,190.0,3+,na,"('https://www.immobiliare.it/annunci/58356010/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento piazza Digione, Parioli, Roma",4200.0,5+,230.0,3+,na,"('https://www.immobiliare.it/annunci/102709260/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale viale Ruggero Bacone, Euclide, Roma",1500.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/103713162/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Archimede 150, Euclide, Roma",6000.0,5+,350.0,3+,na,"('https://www.immobiliare.it/annunci/103140374/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Pietro Paolo Rubens, Parioli, Roma",1250.0,3,70.0,2,na,"('https://www.immobiliare.it/annunci/104017875/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Panama 90, Pinciano - Villa Ada, Roma",1100.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104684007/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Eugenio Vajna, Parioli, Roma",1400.0,3,93.0,1,na,"('https://www.immobiliare.it/annunci/104170463/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Antonio Gramsci 16, Parioli, Roma",3300.0,4,140.0,2,na,"('https://www.immobiliare.it/annunci/102098362/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale viale Parioli, Parioli, Roma",1650.0,4,125.0,2,na,"('https://www.immobiliare.it/annunci/103750036/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale viale Liegi, Pinciano - Villa Ada, Roma",1398.0,2,53.0,1,na,"('https://www.immobiliare.it/annunci/104392393/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Lovanio 16, Pinciano - Villa Ada, Roma",1700.0,3,76.0,1,na,"('https://www.immobiliare.it/annunci/104562953/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Cesare Fracassini 18, Flaminio, Roma",2300.0,4,95.0,1,na,"('https://www.immobiliare.it/annunci/102554242/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via dei Monti Parioli, Euclide, Roma",5700.0,5+,390.0,3,na,"('https://www.immobiliare.it/annunci/93467710/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Cesare Fracassini 10, Flaminio, Roma",2400.0,4,105.0,1,na,"('https://www.immobiliare.it/annunci/103192768/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico corso d'Italia, Pinciano - Villa Ada, Roma",3700.0,5+,140.0,3,na,"('https://www.immobiliare.it/annunci/93030116/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento viale Liegi, Pinciano - Villa Ada, Roma",2500.0,5,182.0,3,na,"('https://www.immobiliare.it/annunci/98179034/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Archimede, Euclide, Roma",4500.0,4,160.0,3,na,"('https://www.immobiliare.it/annunci/103722606/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Archimede,143, Euclide, Roma",2900.0,2,80.0,2,na,"('https://www.immobiliare.it/annunci/104698355/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Niccolò Paganini 2, Pinciano - Villa Ada, Roma",850.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/70340884/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale viale Parioli,101, Parioli, Roma",750.0,na,19.0,1,na,"('https://www.immobiliare.it/annunci/104697749/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Archimede 80, Euclide, Roma",900.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/87959532/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa unifamiliare viale del Museo Borghese, Parioli, Roma",30000.0,5+,300.0,3+,na,"('https://www.immobiliare.it/annunci/70575734/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale viale Parioli,101, Parioli, Roma",1200.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/104697767/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Civinini, Euclide, Roma",2100.0,5,150.0,2,na,"('https://www.immobiliare.it/annunci/103828611/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Adda 21, Salario - Porta Pia, Roma",1600.0,3,107.0,2,na,"('https://www.immobiliare.it/annunci/102943958/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Civinini, Euclide, Roma",2000.0,4,116.0,2,na,"('https://www.immobiliare.it/annunci/104330727/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Flaminia,16, Flaminio, Roma",2800.0,2,80.0,1,na,"('https://www.immobiliare.it/annunci/104698381/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Fratelli Ruspoli,2, Pinciano - Villa Ada, Roma",1100.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/104697771/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Sicilia, Vittorio Veneto, Roma",2100.0,3,85.0,1,na,"('https://www.immobiliare.it/annunci/104572273/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico largo Messico 1, Pinciano - Villa Ada, Roma",,5,150.0,3,na,"('https://www.immobiliare.it/annunci/100843769/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Vincenzo Picardi, Parioli, Roma",1790.0,4,120.0,2,na,"('https://www.immobiliare.it/annunci/100362696/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa unifamiliare piazzale Flaminio 22, Flaminio, Roma",8000.0,5,150.0,3,na,"('https://www.immobiliare.it/annunci/98252936/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento piazza Don Giovanni Minzoni, Euclide, Roma",5900.0,5+,240.0,3,na,"('https://www.immobiliare.it/annunci/104345341/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
Palazzo - Edificio in Affitto,7500.0,5+,300.0,2,na,"('https://www.immobiliare.it/annunci/85031684/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento piazzale Flaminio 1, Flaminio, Roma",6000.0,5+,190.0,3+,na,"('https://www.immobiliare.it/annunci/103168136/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Archimede, Euclide, Roma",3200.0,3,130.0,2,na,"('https://www.immobiliare.it/annunci/78060602/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico via di Villa Ruffo 5, Flaminio, Roma",6500.0,5,186.0,3,na,"('https://www.immobiliare.it/annunci/58355758/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Luigi Luciani, Euclide, Roma",1350.0,2,60.0,2,na,"('https://www.immobiliare.it/annunci/102933112/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Donatello, Flaminio, Roma",2200.0,4,105.0,2,na,"('https://www.immobiliare.it/annunci/103723344/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Adda 13, Salario - Porta Pia, Roma",800.0,2,40.0,1,na,"('https://www.immobiliare.it/annunci/72992054/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico via Filippo Civinini, Euclide, Roma",1750.0,2,90.0,2,na,"('https://www.immobiliare.it/annunci/103649856/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via dei Monti Parioli, Parioli, Roma",2800.0,4,220.0,2,na,"('https://www.immobiliare.it/annunci/104576669/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale buono stato, secondo piano, Pinciano - Villa Ada, Roma",5600.0,4,290.0,3+,na,"('https://www.immobiliare.it/annunci/101370107/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Giovanni Antonelli, Euclide, Roma",2300.0,5,130.0,2,na,"('https://www.immobiliare.it/annunci/98110368/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico piazza del Popolo 3, Piazza del Popolo, Roma",5000.0,3,167.0,2,na,"('https://www.immobiliare.it/annunci/103167900/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Archimede 28, Euclide, Roma",1200.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/64609492/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa unifamiliare via Tevere, Pinciano - Villa Ada, Roma",,5+,786.0,3+,na,"('https://www.immobiliare.it/annunci/101216327/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Adelaide Ristori 40, Parioli, Roma",1150.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/50773571/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico piazza Ungheria, Pinciano - Villa Ada, Roma",7500.0,5+,390.0,3+,na,"('https://www.immobiliare.it/annunci/101471873/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Archimede, Euclide, Roma",1300.0,2,62.0,1,na,"('https://www.immobiliare.it/annunci/104509333/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa unifamiliare via di Villa Ruffo, Flaminio, Roma",30000.0,5+,300.0,3+,na,"('https://www.immobiliare.it/annunci/69429770/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Cesare Fracassini 6, Flaminio, Roma",1500.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/103077376/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Guidubaldo del Monte, Euclide, Roma",2000.0,4,130.0,2,na,"('https://www.immobiliare.it/annunci/104545775/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale nuovo, quinto piano, Pinciano - Villa Ada, Roma",2400.0,3,90.0,2,na,"('https://www.immobiliare.it/annunci/61387374/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Eugenio Vajna,4, Parioli, Roma",750.0,na,15.0,1,na,"('https://www.immobiliare.it/annunci/104696731/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento ottimo stato, piano rialzato, Pinciano - Villa Ada, Roma",9000.0,5+,332.0,3+,na,"('https://www.immobiliare.it/annunci/101991820/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via di San Filippo Martire 1A, Pinciano - Villa Ada, Roma",,5+,600.0,3+,na,"('https://www.immobiliare.it/annunci/102671358/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento piazza delle Muse, Parioli, Roma",5000.0,5+,300.0,3+,na,"('https://www.immobiliare.it/annunci/82576193/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Eugenio Vajna,1, Parioli, Roma",750.0,na,15.0,1,na,"('https://www.immobiliare.it/annunci/104696725/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Adda, 21, Salario - Porta Pia, Roma",1600.0,3,107.0,2,na,"('https://www.immobiliare.it/annunci/103758672/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale viale Liegi, Pinciano - Villa Ada, Roma",900.0,2,42.0,1,na,"('https://www.immobiliare.it/annunci/75690578/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Gaetano Donizetti, Pinciano - Villa Ada, Roma",1950.0,3,102.0,1,na,"('https://www.immobiliare.it/annunci/98348822/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Scipione Gaetano, Parioli, Roma",1000.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/96147102/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Luigi Luciani, Euclide, Roma",1500.0,2,75.0,2,na,"('https://www.immobiliare.it/annunci/102658316/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Rabirio, Flaminio, Roma",2000.0,4,120.0,2,na,"('https://www.immobiliare.it/annunci/103722824/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale viale del Museo Borghese, Parioli, Roma",2000.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/66581327/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via dei Monti Parioli, Parioli, Roma",7900.0,5+,515.0,3+,na,"('https://www.immobiliare.it/annunci/95551730/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento piazzale Flaminio, 1, Flaminio, Roma",5000.0,5+,250.0,2,na,"('https://www.immobiliare.it/annunci/96693582/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Archimede 115, Euclide, Roma",630.0,na,32.0,1,na,"('https://www.immobiliare.it/annunci/64607984/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale ottimo stato, piano terra, Flaminio, Roma",1400.0,2,65.0,2,na,"('https://www.immobiliare.it/annunci/104537969/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Salaria, Pinciano - Villa Ada, Roma",700.0,na,30.0,1,na,"('https://www.immobiliare.it/annunci/104432127/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Giambattista Benedetti, Euclide, Roma",550.0,na,30.0,1,na,"('https://www.immobiliare.it/annunci/103119316/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Luca Signorelli, Flaminio, Roma",1250.0,2,75.0,1,na,"('https://www.immobiliare.it/annunci/104145395/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale ottimo stato, quarto piano, Euclide, Roma",2100.0,2,94.0,2,na,"('https://www.immobiliare.it/annunci/103083036/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale ottimo stato, Parioli, Roma",800.0,na,20.0,1,na,"('https://www.immobiliare.it/annunci/104631567/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale viale Parioli,101, Parioli, Roma",1100.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/104696667/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Nera 8, Africano - Villa Chigi, Roma",1000.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/103737192/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale viale Parioli,101, Parioli, Roma",1100.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/104696665/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Ettore Petrolini 11, Parioli, Roma",650.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/103810238/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Archimede, Euclide, Roma",1200.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/104510791/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via di villa ruffo, Flaminio, Roma",,3,70.0,2,na,"('https://www.immobiliare.it/annunci/89333991/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Anapo 2, Trieste - Coppedè, Roma",780.0,na,35.0,1,na,"('https://www.immobiliare.it/annunci/104515619/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Antonio Gramsci, Parioli, Roma",4500.0,4,177.0,3,na,"('https://www.immobiliare.it/annunci/100159784/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico largo Aqua Felix 2, Parioli, Roma",,5+,700.0,3+,na,"('https://www.immobiliare.it/annunci/103250188/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Giovanni Antonelli, Euclide, Roma",5300.0,5+,270.0,3,na,"('https://www.immobiliare.it/annunci/98725760/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Terratetto unifamiliare via Giuseppe Cuboni, Parioli, Roma",15000.0,5+,700.0,3+,na,"('https://www.immobiliare.it/annunci/101150873/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Giovanni Antonio Plana, Euclide, Roma",2000.0,5,130.0,3,na,"('https://www.immobiliare.it/annunci/102297390/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento ottimo stato, terzo piano, Pinciano - Villa Ada, Roma",3100.0,5,140.0,3,na,"('https://www.immobiliare.it/annunci/103864807/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico ottimo stato, 90 m², Pinciano - Villa Ada, Roma",3000.0,2,90.0,2,na,"('https://www.immobiliare.it/annunci/103349838/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Romagnosi, 8, Flaminio, Roma",5000.0,5+,250.0,2,na,"('https://www.immobiliare.it/annunci/103093632/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento ottimo stato, piano rialzato, Parioli, Roma",2300.0,5,120.0,2,na,"('https://www.immobiliare.it/annunci/103533548/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Giuseppe Mangili, Parioli, Roma",12000.0,5+,430.0,3+,na,"('https://www.immobiliare.it/annunci/81570117/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Archimede, Euclide, Roma",2000.0,5,145.0,3,na,"('https://www.immobiliare.it/annunci/100858697/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Bruxelles, Pinciano - Villa Ada, Roma",5000.0,4,250.0,3,na,"('https://www.immobiliare.it/annunci/102641590/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento viale di Villa Grazioli, Pinciano - Villa Ada, Roma",4500.0,5+,250.0,3,na,"('https://www.immobiliare.it/annunci/89654703/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico via Di San Valentino, Euclide, Roma",,5+,352.0,3+,na,"('https://www.immobiliare.it/annunci/90346141/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento Lungotevere Flaminio, Flaminio, Roma",3800.0,5,170.0,2,na,"('https://www.immobiliare.it/annunci/104675293/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico via Sicilia 186, Vittorio Veneto, Roma",,2,85.0,1,na,"('https://www.immobiliare.it/annunci/103456984/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Archimede, Euclide, Roma",900.0,na,30.0,1,na,"('https://www.immobiliare.it/annunci/104721099/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale buono stato, piano terra, Euclide, Roma",950.0,2,45.0,1,na,"('https://www.immobiliare.it/annunci/90931232/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Lorenzo Respighi, Parioli, Roma",850.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/104480607/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento da ristrutturare, secondo piano, Parioli, Roma",5000.0,5+,305.0,3+,na,"('https://www.immobiliare.it/annunci/82932809/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale ottimo stato, piano terra, Parioli, Roma",1150.0,3,60.0,2,na,"('https://www.immobiliare.it/annunci/104578037/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale piazza Pitagora ,, Parioli, Roma",2100.0,3,101.0,1,na,"('https://www.immobiliare.it/annunci/103382834/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico via Sicilia,  194, Vittorio Veneto, Roma",2100.0,4,90.0,1,na,"('https://www.immobiliare.it/annunci/103082938/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Ettore Ximenes, Parioli, Roma",4500.0,4,200.0,3,na,"('https://www.immobiliare.it/annunci/39553812/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
