posting_title,price,rooms,sqm,toilets,floor,link,location,tipologie,city
"Trilocale via Pisino, Villa Gordiani, Roma",290000.0,3,111.0,1,3,https://www.immobiliare.it/annunci/102810170/,Villa Gordiani,na,Roma
"Villa unifamiliare via Alessandro Poerio, Monteverde Vecchio, Roma",,5+,750.0,3+,5+,https://www.immobiliare.it/annunci/94214292/,Monteverde Vecchio,na,Roma
"Trilocale via del Ponte delle Sette Miglia 215, Romanina, Roma",188000.0,3,74.0,1,3,https://www.immobiliare.it/annunci/102724912/,Romanina,na,Roma
"Trilocale via Nino Martoglio, Talenti - Monte Sacro, Roma",369000.0,3,104.0,1,3,https://www.immobiliare.it/annunci/104237611/,Talenti - Monte Sacro,na,Roma
"Trilocale via Giuseppe Saredo, Cinecittà, Roma",285000.0,3,95.0,1,3,https://www.immobiliare.it/annunci/103316142/,Cinecittà,na,Roma
"Trilocale via Sistina, Spagna, Roma",990000.0,3,150.0,2,3,https://www.immobiliare.it/annunci/101658407/,Spagna,na,Roma
"Bilocale via Giana Anguissola, Ardeatino - Montagnola, Roma",260000.0,2,55.0,1,2,https://www.immobiliare.it/annunci/98888372/,Ardeatino - Montagnola,na,Roma
"Trilocale via Labicana, Colle Oppio, Roma",539000.0,3,100.0,1,3,https://www.immobiliare.it/annunci/101879012/,Colle Oppio,na,Roma
"Trilocale ottimo stato, primo piano, Bologna, Roma",540000.0,3,145.0,2,3,https://www.immobiliare.it/annunci/98718958/,Bologna,na,Roma
"Bilocale via Pietro Sensini 36, Pigneto, Roma",165000.0,2,65.0,1,2,https://www.immobiliare.it/annunci/100485684/,Pigneto,na,Roma
"Trilocale via del Francolino, Tor Tre Teste - Torre Maura, Roma",140000.0,3,77.0,1,3,https://www.immobiliare.it/annunci/102933486/,Tor Tre Teste - Torre Maura,na,Roma
"Bilocale viale Giorgio Ribotta 21, Torrino, Roma",425000.0,2,96.0,1,2,https://www.immobiliare.it/annunci/102419388/,Torrino,na,Roma
"Bilocale via Giorgio Cingoli 11, Casal Bruciato, Roma",234000.0,2,56.0,1,2,https://www.immobiliare.it/annunci/79244107/,Casal Bruciato,na,Roma
"Monolocale viale Karl Marx 31, Talenti - Monte Sacro, Roma",150000.0,na,47.0,1,1,https://www.immobiliare.it/annunci/100740851/,Talenti - Monte Sacro,na,Roma
"Quadrilocale via Giuseppe Marotta 19, Fonte Ostiense, Roma",249000.0,4,123.0,2,4,https://www.immobiliare.it/annunci/103672658/,Fonte Ostiense,na,Roma
"Quadrilocale via Francesco D'Ovidio, Talenti - Monte Sacro, Roma",440000.0,4,121.0,2,4,https://www.immobiliare.it/annunci/101247419/,Talenti - Monte Sacro,na,Roma
"Appartamento via festo avieno 66, Balduina, Roma",545000.0,5,150.0,3,5,https://www.immobiliare.it/annunci/102884382/,Balduina,na,Roma
"Villa a schiera via Montefiore Conca, Vitinia, Roma",250000.0,4,138.0,2,4,https://www.immobiliare.it/annunci/102134464/,Vitinia,na,Roma
"Trilocale via Nino Costa, Ardeatino - Montagnola, Roma",299000.0,3,101.0,1,3,https://www.immobiliare.it/annunci/102331014/,Ardeatino - Montagnola,na,Roma
"Trilocale via degli Accolti, Casetta Mattei - Corviale, Roma",209999.0,3,70.0,1,3,https://www.immobiliare.it/annunci/103777996/,Casetta Mattei - Corviale,na,Roma
"Quadrilocale via Tazio Nuvolari, Roma 70, Roma",368000.0,4,110.0,2,4,https://www.immobiliare.it/annunci/102472280/,Roma 70,na,Roma
"Trilocale via Emanuele Filiberto 68, Esquilino, Roma",439000.0,3,80.0,1,3,https://www.immobiliare.it/annunci/102090256/,Esquilino,na,Roma
"Villa bifamiliare via del Forte Bravetta 318, Pisana - Bravetta, Roma",1100000.0,5+,250.0,3,5+,https://www.immobiliare.it/annunci/100330242/,Pisana - Bravetta,na,Roma
"Bilocale via di Grottarossa 188, Tomba di Nerone, Roma",169000.0,2,70.0,1,2,https://www.immobiliare.it/annunci/101906424/,Tomba di Nerone,na,Roma
"Trilocale via Gorlago 55, Ottavia, Roma",199500.0,3,74.0,1,3,https://www.immobiliare.it/annunci/85670560/,Ottavia,na,Roma
"Monolocale via Giulio Venticinque, Cipro, Roma",309000.0,na,55.0,1,1,https://www.immobiliare.it/annunci/103897477/,Cipro,na,Roma
"Bilocale via Alfredo Serranti 9, Balduina, Roma",239000.0,2,69.0,1,2,https://www.immobiliare.it/annunci/102562480/,Balduina,na,Roma
"Bilocale via Dell'Imbrecciato  9, Villa Bonelli, Roma",239000.0,2,60.0,1,2,https://www.immobiliare.it/annunci/103923655/,Villa Bonelli,na,Roma
"Appartamento via Dei Colli Della Farnesina, Camilluccia - Farnesina, Roma",980000.0,5+,202.0,3,5+,https://www.immobiliare.it/annunci/103745896/,Camilluccia - Farnesina,na,Roma
"Monolocale piazza Stefano Jacini, Vigna Clara - Vigna Stelluti, Roma",168000.0,na,39.0,1,1,https://www.immobiliare.it/annunci/100670591/,Vigna Clara - Vigna Stelluti,na,Roma
"Trilocale via Michele Ferraiolo, Cesano, Roma",194700.0,3,95.0,2,3,https://www.immobiliare.it/annunci/98369196/,Cesano,na,Roma
"Quadrilocale via Albalonga, Re di Roma, Roma",499000.0,4,115.0,1,4,https://www.immobiliare.it/annunci/103895945/,Re di Roma,na,Roma
"Trilocale via delle Ciliegie 66, Alessandrino - Torre Spaccata, Roma",335000.0,3,93.0,1,3,https://www.immobiliare.it/annunci/103476500/,Alessandrino - Torre Spaccata,na,Roma
"Appartamento all'asta via Colonnello Tommaso Masala 42, Roma",,3,113.0,2,3,https://www.immobiliare.it/annunci/104135113/,Parco de' Medici - Muratella,na,Roma
"Trilocale via Gregorio VII, Gregorio VII - Piccolomini, Roma",440000.0,3,91.0,2,3,https://www.immobiliare.it/annunci/104141453/,Gregorio VII - Piccolomini,na,Roma
"Bilocale via Fiume Giallo 244, Torrino, Roma",415000.0,2,107.0,1,2,https://www.immobiliare.it/annunci/61871458/,Torrino,na,Roma
"Bilocale via dei Castani, Centocelle, Roma",130000.0,2,55.0,1,2,https://www.immobiliare.it/annunci/101722629/,Centocelle,na,Roma
"Bilocale via Monte Cervialto, Nuovo Salario, Roma",190000.0,2,75.0,1,2,https://www.immobiliare.it/annunci/102415218/,Nuovo Salario,na,Roma
"Villa unifamiliare via Clitunno, Trieste - Coppedè, Roma",2490000.0,5+,375.0,3+,5+,https://www.immobiliare.it/annunci/104138413/,Trieste - Coppedè,na,Roma
"Villa unifamiliare viale Cortina D'ampezzo, Cortina d'Ampezzo, Roma",4350000.0,5+,900.0,3+,5+,https://www.immobiliare.it/annunci/98277934/,Cortina d'Ampezzo,na,Roma
"Appartamento via Benozzo Gozzoli, Tintoretto, Roma",700000.0,5,182.0,3,5,https://www.immobiliare.it/annunci/100293966/,Tintoretto,na,Roma
"Appartamento via delle Montagne Rocciose, Eur, Roma",745000.0,5,171.0,2,5,https://www.immobiliare.it/annunci/103784022/,Eur,na,Roma
"Attico via Andrea di Bonaiuto, Tintoretto, Roma",185000.0,2,63.0,1,2,https://www.immobiliare.it/annunci/97013394/,Tintoretto,na,Roma
"Appartamento via Novenio Bucchi, Mazzini - Delle Vittorie, Roma",730000.0,5+,182.0,2,5+,https://www.immobiliare.it/annunci/103065500/,Mazzini - Delle Vittorie,na,Roma
"Quadrilocale via Del Collegio Capranica, Montecitorio, Roma",1080000.0,4,110.0,1,4,https://www.immobiliare.it/annunci/94657158/,Montecitorio,na,Roma
"Quadrilocale largo Sant'Eufrasia Pelletier, Colli Portuensi - Casaletto, Roma",475000.0,4,145.0,2,4,https://www.immobiliare.it/annunci/98808498/,Colli Portuensi - Casaletto,na,Roma
"Attico largo della Gancia, Mazzini - Delle Vittorie, Roma",1150000.0,5,176.0,2,5,https://www.immobiliare.it/annunci/103052600/,Mazzini - Delle Vittorie,na,Roma
"Attico via Nicola Martelli, Euclide, Roma",3900000.0,5+,400.0,3+,5+,https://www.immobiliare.it/annunci/101946022/,Euclide,na,Roma
"Quadrilocale via Alessio Baldovinetti, Tintoretto, Roma",640000.0,4,134.0,2,4,https://www.immobiliare.it/annunci/102082200/,Tintoretto,na,Roma
"Quadrilocale via Sergio Forti, Mostacciano, Roma",365000.0,4,115.0,2,4,https://www.immobiliare.it/annunci/100484198/,Mostacciano,na,Roma
"Attico piazzale delle Medaglie d'Oro 49, Medaglie d'Oro, Roma",949000.0,5+,246.0,3,5+,https://www.immobiliare.it/annunci/102162788/,Medaglie d'Oro,na,Roma
"Quadrilocale via Ridolfino Venuti, Bologna, Roma",595000.0,4,97.0,1,4,https://www.immobiliare.it/annunci/103247734/,Bologna,na,Roma
"Quadrilocale via Piegaro, Furio Camillo, Roma",480000.0,4,111.0,2,4,https://www.immobiliare.it/annunci/100326872/,Furio Camillo,na,Roma
"Trilocale via di Carcaricola, Giardinetti, Roma",225000.0,3,85.0,1,3,https://www.immobiliare.it/annunci/102317854/,Giardinetti,na,Roma
"Quadrilocale via delle Vigne Nuove, Vigne Nuove - Casale Nei, Roma",279000.0,4,131.0,2,4,https://www.immobiliare.it/annunci/101576409/,Vigne Nuove - Casale Nei,na,Roma
"Trilocale via dei Dauni, San Lorenzo, Roma",580000.0,3,115.0,2,3,https://www.immobiliare.it/annunci/102467130/,San Lorenzo,na,Roma
"Appartamento via Della Mercede, Spagna, Roma",2550000.0,5+,283.0,3+,5+,https://www.immobiliare.it/annunci/98568222/,Spagna,na,Roma
"Trilocale via Giovanni Papini, Talenti - Monte Sacro, Roma",360000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/101576919/,Talenti - Monte Sacro,na,Roma
"Trilocale via Franco Sacchetti, Talenti - Monte Sacro, Roma",360000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/103037432/,Talenti - Monte Sacro,na,Roma
"Appartamento via della Balduina 128, Balduina, Roma",420000.0,5+,110.0,2,5+,https://www.immobiliare.it/annunci/103696886/,Balduina,na,Roma
"Trilocale via Santa Flavia, Borghesiana, Roma",159000.0,3,70.0,1,3,https://www.immobiliare.it/annunci/103344628/,Borghesiana,na,Roma
"Quadrilocale via Genzano, Colli Albani, Roma",349000.0,4,110.0,1,4,https://www.immobiliare.it/annunci/102173092/,Colli Albani,na,Roma
"Trilocale buono stato, quarto piano, Torrino, Roma",317000.0,3,85.0,2,3,https://www.immobiliare.it/annunci/61871016/,Torrino,na,Roma
"Trilocale via Portuense 1415, Ponte Galeria, Roma",236500.0,3,81.0,2,3,https://www.immobiliare.it/annunci/97956936/,Ponte Galeria,na,Roma
"Villa unifamiliare largo dell'Olgiata, Olgiata, Roma",2750000.0,5+,466.0,3+,5+,https://www.immobiliare.it/annunci/104113263/,Olgiata,na,Roma
"Bilocale viale Franco Angeli 61, Tor Sapienza - La Rustica, Roma",175000.0,2,63.0,1,2,https://www.immobiliare.it/annunci/102237334/,Tor Sapienza - La Rustica,na,Roma
"Trilocale via Generoso Pope 7, Alessandrino - Torre Spaccata, Roma",255000.0,3,89.0,1,3,https://www.immobiliare.it/annunci/103005320/,Alessandrino - Torre Spaccata,na,Roma
"Trilocale via Vezio Crisafulli 143, Aurelio - Val Cannuta, Roma",490000.0,3,100.0,2,3,https://www.immobiliare.it/annunci/103356660/,Aurelio - Val Cannuta,na,Roma
"Quadrilocale via Lattanzio, Balduina, Roma",580000.0,4,120.0,1,4,https://www.immobiliare.it/annunci/102650676/,Balduina,na,Roma
"Trilocale via Molveno 24, Camilluccia - Farnesina, Roma",339000.0,3,80.0,1,3,https://www.immobiliare.it/annunci/99559098/,Camilluccia - Farnesina,na,Roma
"Appartamento via Giovanni Antonelli, Euclide, Roma",800000.0,5+,180.0,3,5+,https://www.immobiliare.it/annunci/102001420/,Euclide,na,Roma
"Quadrilocale via di Santa Maria della Speranza 41, Nuovo Salario, Roma",295000.0,4,87.0,2,4,https://www.immobiliare.it/annunci/103477434/,Nuovo Salario,na,Roma
"Villa unifamiliare via delle Libellule 72, Castel di Leva, Roma",500000.0,4,178.0,1,4,https://www.immobiliare.it/annunci/103478720/,Castel di Leva,na,Roma
"Quadrilocale via della Camilluccia 313, Camilluccia - Farnesina, Roma",960000.0,4,198.0,3,4,https://www.immobiliare.it/annunci/102084490/,Camilluccia - Farnesina,na,Roma
"Appartamento via San Damaso, Gregorio VII - Piccolomini, Roma",2280000.0,5+,880.0,3+,5+,https://www.immobiliare.it/annunci/101138169/,Gregorio VII - Piccolomini,na,Roma
"Bilocale via Della Vite, Spagna, Roma",850000.0,2,86.0,2,2,https://www.immobiliare.it/annunci/100461920/,Spagna,na,Roma
"Trilocale via Fonteiana, Monteverde Vecchio, Roma",295000.0,3,75.0,1,3,https://www.immobiliare.it/annunci/103485206/,Monteverde Vecchio,na,Roma
"Trilocale via Pupinia 15, Torre Gaia, Roma",179000.0,3,75.0,1,3,https://www.immobiliare.it/annunci/103484788/,Torre Gaia,na,Roma
"Appartamento via Sestriere, Cortina d'Ampezzo, Roma",569000.0,5,140.0,3,5,https://www.immobiliare.it/annunci/104174593/,Cortina d'Ampezzo,na,Roma
"Quadrilocale via di Monte Verde 134, Colli Portuensi - Casaletto, Roma",480000.0,4,130.0,2,4,https://www.immobiliare.it/annunci/104126541/,Colli Portuensi - Casaletto,na,Roma
"Trilocale via Giovanni d'Andrea 26, Torrevecchia, Roma",209000.0,3,75.0,2,3,https://www.immobiliare.it/annunci/102708264/,Torrevecchia,na,Roma
"Appartamento via san Giovanni in Laterano, Colosseo - Fori Imperiali, Roma",850000.0,5,131.0,2,5,https://www.immobiliare.it/annunci/104056935/,Colosseo - Fori Imperiali,na,Roma
"Appartamento via Oriolo Romano, Cassia - San Godenzo, Roma",480000.0,5+,165.0,2,5+,https://www.immobiliare.it/annunci/100694325/,Cassia - San Godenzo,na,Roma
"Attico via Portuense 96, Trastevere, Roma",900000.0,4,181.0,3,4,https://www.immobiliare.it/annunci/103939375/,Trastevere,na,Roma
"Trilocale via dei Frassini, Centocelle, Roma",189000.0,3,75.0,1,3,https://www.immobiliare.it/annunci/100554852/,Centocelle,na,Roma
"Trilocale via Bezzecca, Castro Pretorio, Roma",595000.0,3,97.0,2,3,https://www.immobiliare.it/annunci/102202082/,Castro Pretorio,na,Roma
"Villa unifamiliare via Salaria, Settebagni, Roma",2100000.0,5+,800.0,3+,5+,https://www.immobiliare.it/annunci/94684058/,Settebagni,na,Roma
"Villa unifamiliare via Cornovecchio, Valle Muricana, Roma",495000.0,4,170.0,3,4,https://www.immobiliare.it/annunci/103615846/,Valle Muricana,na,Roma
"Appartamento via Carlo Dossi, Talenti - Monte Sacro, Roma",590000.0,5,161.0,2,5,https://www.immobiliare.it/annunci/104302225/,Talenti - Monte Sacro,na,Roma
"Appartamento piazzale dei Partigiani, Ostiense, Roma",375000.0,5,114.0,1,5,https://www.immobiliare.it/annunci/102885306/,Ostiense,na,Roma
"Attico corso DI FRANCIA, Fleming, Roma",799000.0,5+,186.0,2,5+,https://www.immobiliare.it/annunci/96076112/,Fleming,na,Roma
"Quadrilocale via Vittoria Colonna 27, Prati, Roma",870000.0,4,125.0,2,4,https://www.immobiliare.it/annunci/102821808/,Prati,na,Roma
"Bilocale via Filippo Nicolai 91, Balduina, Roma",385000.0,2,84.0,1,2,https://www.immobiliare.it/annunci/102899010/,Balduina,na,Roma
"Quadrilocale via Vittoria, Spagna, Roma",1490000.0,4,140.0,3,4,https://www.immobiliare.it/annunci/101979044/,Spagna,na,Roma
"Appartamento via Savoia, Salario - Porta Pia, Roma",1400000.0,5+,195.0,2,5+,https://www.immobiliare.it/annunci/103344878/,Salario - Porta Pia,na,Roma
"Villa plurifamiliare via Ipparco di Nicea 286, Casal Palocco, Roma",750000.0,5+,270.0,3+,5+,https://www.immobiliare.it/annunci/103913315/,Casal Palocco,na,Roma
"Trilocale via Ghisalba, Labaro, Roma",255000.0,3,101.0,2,3,https://www.immobiliare.it/annunci/103287562/,Labaro,na,Roma
"Quadrilocale via Castelfranco Veneto 62, Fleming, Roma",670000.0,4,167.0,2,4,https://www.immobiliare.it/annunci/104332151/,Fleming,na,Roma
"Trilocale via Joan Mirò, Capannelle - Statuario, Roma",325000.0,3,76.0,1,3,https://www.immobiliare.it/annunci/104344255/,Capannelle - Statuario,na,Roma
"Trilocale via Monte Santo, Mazzini - Delle Vittorie, Roma",560000.0,3,85.0,1,3,https://www.immobiliare.it/annunci/99215540/,Mazzini - Delle Vittorie,na,Roma
"Trilocale via Antonio Locatelli 8, Balduina, Roma",435000.0,3,115.0,2,3,https://www.immobiliare.it/annunci/102558454/,Balduina,na,Roma
"Appartamento via Prisciano, Balduina, Roma",520000.0,5+,180.0,2,5+,https://www.immobiliare.it/annunci/100861773/,Balduina,na,Roma
"Appartamento piazza Gondar 22, Africano - Villa Chigi, Roma",555000.0,5+,157.0,2,5+,https://www.immobiliare.it/annunci/99274450/,Africano - Villa Chigi,na,Roma
"Bilocale via del Torraccio di Torrenova, Torre Angela, Roma",170000.0,2,74.0,1,2,https://www.immobiliare.it/annunci/101584643/,Torre Angela,na,Roma
"Appartamento via Giammoro, Finocchio, Roma",175000.0,5,188.0,2,5,https://www.immobiliare.it/annunci/103670274/,Finocchio,na,Roma
"Trilocale via Del corso, Montecitorio, Roma",1300000.0,3,105.0,1,3,https://www.immobiliare.it/annunci/95062060/,Montecitorio,na,Roma
"Appartamento ottimo stato, terzo piano, Talenti - Monte Sacro, Roma",429000.0,5,150.0,2,5,https://www.immobiliare.it/annunci/103547916/,Talenti - Monte Sacro,na,Roma
"Bilocale via degli Equi, San Lorenzo, Roma",330000.0,2,80.0,2,2,https://www.immobiliare.it/annunci/96421596/,San Lorenzo,na,Roma
"Appartamento via del Boschetto, Monti, Roma",1390000.0,5+,210.0,3,5+,https://www.immobiliare.it/annunci/103713316/,Monti,na,Roma
"Trilocale ottimo stato, secondo piano, Trullo - Colle del Sole, Roma",330000.0,3,104.0,2,3,https://www.immobiliare.it/annunci/103499148/,Trullo - Colle del Sole,na,Roma
"Attico via Giana Anguissola, Ardeatino - Montagnola, Roma",555000.0,3,112.0,2,3,https://www.immobiliare.it/annunci/98888990/,Ardeatino - Montagnola,na,Roma
"Appartamento piazza Pio XI 53, Gregorio VII - Piccolomini, Roma",798000.0,5,190.0,3,5,https://www.immobiliare.it/annunci/104289227/,Gregorio VII - Piccolomini,na,Roma
"Villa bifamiliare via Grizzana 66, Casal Bernocchi, Roma",180000.0,2,58.0,1,2,https://www.immobiliare.it/annunci/102321080/,Casal Bernocchi,na,Roma
"Bilocale via Dei Giuochi Istmici 17, Vigna Clara - Vigna Stelluti, Roma",370000.0,2,50.0,1,2,https://www.immobiliare.it/annunci/104140917/,Vigna Clara - Vigna Stelluti,na,Roma
"Monolocale via Luigi Capuana, Talenti - Monte Sacro, Roma",129000.0,na,40.0,1,1,https://www.immobiliare.it/annunci/101807909/,Talenti - Monte Sacro,na,Roma
"Appartamento da ristrutturare, Eur, Roma",795000.0,5+,160.0,2,5+,https://www.immobiliare.it/annunci/99709996/,Eur,na,Roma
"Appartamento via delle Baleniere 126, Ostia Ponente, Roma",395000.0,5+,187.0,2,5+,https://www.immobiliare.it/annunci/96482068/,Ostia Ponente,na,Roma
"Trilocale via Pegognaga 12, Valle Muricana, Roma",205000.0,3,90.0,2,3,https://www.immobiliare.it/annunci/73647186/,Valle Muricana,na,Roma
"Quadrilocale via Robert Musil 12, Talenti - Monte Sacro, Roma",545000.0,4,118.0,2,4,https://www.immobiliare.it/annunci/101035621/,Talenti - Monte Sacro,na,Roma
"Trilocale via del Padiglione 69, Borghesiana, Roma",250000.0,3,86.0,1,3,https://www.immobiliare.it/annunci/84298192/,Borghesiana,na,Roma
"Quadrilocale via Dante De Blasi 1, Colli Portuensi - Casaletto, Roma",405000.0,4,150.0,2,4,https://www.immobiliare.it/annunci/103761356/,Colli Portuensi - Casaletto,na,Roma
"Trilocale via Vallarsa, Città Giardino, Roma",305000.0,3,77.0,1,3,https://www.immobiliare.it/annunci/103676336/,Città Giardino,na,Roma
"Bilocale via della Cecchignoletta, Cecchignola - Giuliano Dalmata, Roma",206000.0,2,53.0,1,2,https://www.immobiliare.it/annunci/102168390/,Cecchignola - Giuliano Dalmata,na,Roma
"Quadrilocale via Marco Valerio Corvo, Cinecittà, Roma",439000.0,4,100.0,2,4,https://www.immobiliare.it/annunci/104173193/,Cinecittà,na,Roma
"Bilocale via Sant'Igino Papa 60, Battistini - Primavalle, Roma",119000.0,2,42.0,1,2,https://www.immobiliare.it/annunci/104035791/,Battistini - Primavalle,na,Roma
"Attico viale Alessandrino, Alessandrino - Torre Spaccata, Roma",349000.0,3,125.0,1,3,https://www.immobiliare.it/annunci/103979549/,Alessandrino - Torre Spaccata,na,Roma
"Quadrilocale via Nesazio, Ardeatino - Montagnola, Roma",890000.0,4,180.0,3,4,https://www.immobiliare.it/annunci/102573320/,Ardeatino - Montagnola,na,Roma
"Trilocale via Alfonso Rendano, Africano - Villa Chigi, Roma",395000.0,3,78.0,1,3,https://www.immobiliare.it/annunci/103225970/,Africano - Villa Chigi,na,Roma
"Appartamento via Ettore Ximenes 10, Parioli, Roma",579000.0,5+,105.0,2,5+,https://www.immobiliare.it/annunci/103840971/,Parioli,na,Roma
"Quadrilocale via Mauriac, Fonte Ostiense, Roma",430000.0,4,135.0,2,4,https://www.immobiliare.it/annunci/103034926/,Fonte Ostiense,na,Roma
"Bilocale via di Ripetta 35, Piazza del Popolo, Roma",469000.0,2,82.0,2,2,https://www.immobiliare.it/annunci/104148305/,Piazza del Popolo,na,Roma
"Bilocale viale Val Padana 118, Conca d'Oro - Valli, Roma",265000.0,2,82.0,1,2,https://www.immobiliare.it/annunci/103108942/,Conca d'Oro - Valli,na,Roma
"Quadrilocale via Matteo Ricci, Ostiense, Roma",399000.0,4,127.0,1,4,https://www.immobiliare.it/annunci/101295543/,Ostiense,na,Roma
"Bilocale via Sisto IV 5, Boccea, Roma",189000.0,2,63.0,1,2,https://www.immobiliare.it/annunci/103918515/,Boccea,na,Roma
"Bilocale via della Cecchignoletta, Cecchignola - Giuliano Dalmata, Roma",210000.0,2,53.0,1,2,https://www.immobiliare.it/annunci/100582884/,Cecchignola - Giuliano Dalmata,na,Roma
"Quadrilocale via San Vincenzo de' Paoli, Monteverde Nuovo, Roma",319000.0,4,101.0,2,4,https://www.immobiliare.it/annunci/101786803/,Monteverde Nuovo,na,Roma
"Trilocale via Villabassa, Infernetto, Roma",164000.0,3,70.0,1,3,https://www.immobiliare.it/annunci/102409388/,Infernetto,na,Roma
"Trilocale via Cammarata 29, Borghesiana, Roma",239000.0,3,108.0,1,3,https://www.immobiliare.it/annunci/101474389/,Borghesiana,na,Roma
"Appartamento piazzale dei Caduti della Montagnola, Ardeatino - Montagnola, Roma",695000.0,5+,241.0,3,5+,https://www.immobiliare.it/annunci/101725765/,Ardeatino - Montagnola,na,Roma
"Bilocale via Alberto Caroncini, Parioli, Roma",198000.0,2,43.0,1,2,https://www.immobiliare.it/annunci/104306833/,Parioli,na,Roma
"Appartamento piazza Otello Boccherini, Torrino, Roma",315000.0,5,130.0,3,5,https://www.immobiliare.it/annunci/100898017/,Torrino,na,Roma
"Monolocale viale Karl Marx 31, Talenti - Monte Sacro, Roma",230000.0,na,75.0,1,1,https://www.immobiliare.it/annunci/100740499/,Talenti - Monte Sacro,na,Roma
"Trilocale via Agostino Berenini, Romanina, Roma",139000.0,3,82.0,1,3,https://www.immobiliare.it/annunci/100530592/,Romanina,na,Roma
"Trilocale via Renzo Rossi, Monti Tiburtini, Roma",278000.0,3,94.0,1,3,https://www.immobiliare.it/annunci/103623918/,Monti Tiburtini,na,Roma
"Terratetto plurifamiliare via del Casale di San Pio V, Gregorio VII - Piccolomini, Roma",1690000.0,5+,319.0,3+,5+,https://www.immobiliare.it/annunci/99968304/,Gregorio VII - Piccolomini,na,Roma
"Bilocale via Antonino Borzì 12, Centocelle, Roma",139000.0,2,45.0,1,2,https://www.immobiliare.it/annunci/103271918/,Centocelle,na,Roma
"Bilocale via Padre Agostino Fioravanti 123, Ponte di Nona, Roma",89000.0,2,45.0,1,2,https://www.immobiliare.it/annunci/101449823/,Ponte di Nona,na,Roma
"Quadrilocale via Renato Fucini 48, Talenti - Monte Sacro, Roma",550000.0,4,170.0,2,4,https://www.immobiliare.it/annunci/100855871/,Talenti - Monte Sacro,na,Roma
"Trilocale via di San Matteo 77, Tor Vergata, Roma",345000.0,3,105.0,2,3,https://www.immobiliare.it/annunci/91218808/,Tor Vergata,na,Roma
"Appartamento via Andrea Doria, Cipro, Roma",709000.0,5,175.0,1,5,https://www.immobiliare.it/annunci/103348144/,Cipro,na,Roma
"Trilocale via di Acilia 221, Acilia, Roma",269000.0,3,95.0,2,3,https://www.immobiliare.it/annunci/101409287/,Acilia,na,Roma
"Villa bifamiliare via Cammarata 70, Borghesiana, Roma",429000.0,5,208.0,3,5,https://www.immobiliare.it/annunci/103937525/,Borghesiana,na,Roma
"Bilocale via Conca d'Oro 287, Conca d'Oro - Valli, Roma",270000.0,2,50.0,1,2,https://www.immobiliare.it/annunci/103476164/,Conca d'Oro - Valli,na,Roma
"Bilocale via delle Cave 91, Furio Camillo, Roma",239000.0,2,65.0,1,2,https://www.immobiliare.it/annunci/101605033/,Furio Camillo,na,Roma
"Bilocale via del Casale Santarelli 78, Morena, Roma",149000.0,2,37.0,1,2,https://www.immobiliare.it/annunci/100826537/,Morena,na,Roma
"Quadrilocale via Archimede 69, Euclide, Roma",1090000.0,4,130.0,2,4,https://www.immobiliare.it/annunci/99582918/,Euclide,na,Roma
"Villa plurifamiliare via Bronte, Borghesiana, Roma",389000.0,4,128.0,2,4,https://www.immobiliare.it/annunci/103175926/,Borghesiana,na,Roma
"Trilocale viale Etiopia, Africano - Villa Chigi, Roma",348000.0,3,72.0,1,3,https://www.immobiliare.it/annunci/101051011/,Africano - Villa Chigi,na,Roma
"Attico viale dei Quattro Venti 98, Monteverde Vecchio, Roma",419000.0,2,71.0,1,2,https://www.immobiliare.it/annunci/103428946/,Monteverde Vecchio,na,Roma
"Villa unifamiliare via Giotto Dainelli, Bufalotta, Roma",890000.0,5+,398.0,3+,5+,https://www.immobiliare.it/annunci/96060038/,Bufalotta,na,Roma
"Bilocale via Andrea Barbazza, Torrevecchia, Roma",185000.0,2,64.0,1,2,https://www.immobiliare.it/annunci/102576122/,Torrevecchia,na,Roma
"Bilocale via Motta Camastra 133, Rocca Cencia, Roma",200000.0,2,79.0,1,2,https://www.immobiliare.it/annunci/103727480/,Rocca Cencia,na,Roma
"Bilocale via Francesco Gioli, Casal Palocco, Roma",129000.0,2,70.0,1,2,https://www.immobiliare.it/annunci/102329572/,Casal Palocco,na,Roma
"Trilocale via Pellaro 110, Capannelle - Statuario, Roma",239000.0,3,93.0,2,3,https://www.immobiliare.it/annunci/101145057/,Capannelle - Statuario,na,Roma
"Bilocale piazza Teodoro Morgia, Settecamini, Roma",139000.0,2,52.0,1,2,https://www.immobiliare.it/annunci/101079033/,Settecamini,na,Roma
"Villa a schiera via di Torre Spaccata 101, Cinecittà, Roma",359000.0,4,159.0,2,4,https://www.immobiliare.it/annunci/100169632/,Cinecittà,na,Roma
"Quadrilocale via di Villa Chigi, Africano - Villa Chigi, Roma",460000.0,4,85.0,1,4,https://www.immobiliare.it/annunci/103522626/,Africano - Villa Chigi,na,Roma
"Trilocale via Salorno, Infernetto, Roma",209000.0,3,80.0,2,3,https://www.immobiliare.it/annunci/102356210/,Infernetto,na,Roma
"Bilocale via Eugenio Torelli Viollier, Pietralata, Roma",255000.0,2,60.0,1,2,https://www.immobiliare.it/annunci/104055989/,Pietralata,na,Roma
"Bilocale via del Porto 4, Trastevere, Roma",449000.0,2,66.0,1,2,https://www.immobiliare.it/annunci/100344796/,Trastevere,na,Roma
