posting_title,price,rooms,sqm,toilets,floor,link,location,tipologie,city
"Quadrilocale viale Castro Pretorio, Castro Pretorio, Roma",980000.0,4,187.0,2,4,https://www.immobiliare.it/annunci/101467107/,Castro Pretorio,na,Roma
"Quadrilocale viale di Castel Porziano, Infernetto, Roma",249000.0,4,100.0,1,4,https://www.immobiliare.it/annunci/102195074/,Infernetto,na,Roma
"Bilocale via Giacinta Pezzana 88, Parioli, Roma",389000.0,2,74.0,1,2,https://www.immobiliare.it/annunci/98309514/,Parioli,na,Roma
"Villa plurifamiliare viale Timocle, Casal Palocco, Roma",499000.0,4,155.0,2,4,https://www.immobiliare.it/annunci/104267517/,Casal Palocco,na,Roma
"Trilocale via Cles, Infernetto, Roma",275000.0,3,90.0,2,3,https://www.immobiliare.it/annunci/103074930/,Infernetto,na,Roma
"Trilocale via Pescosolido 168, Pietralata, Roma",255000.0,3,92.0,2,3,https://www.immobiliare.it/annunci/102137244/,Pietralata,na,Roma
"Trilocale via Erminio Macario, Malafede, Roma",285000.0,3,97.0,2,3,https://www.immobiliare.it/annunci/101181461/,Malafede,na,Roma
"Attico via Francesco Ferraironi, Tor de' Schiavi, Roma",335000.0,4,123.0,2,4,https://www.immobiliare.it/annunci/94746356/,Tor de' Schiavi,na,Roma
"Monolocale via Domenico Comparetti 78, Talenti - Monte Sacro, Roma",65000.0,na,26.0,1,1,https://www.immobiliare.it/annunci/103589528/,Talenti - Monte Sacro,na,Roma
"Quadrilocale piazzale Flaminio, Flaminio, Roma",1050000.0,4,130.0,2,4,https://www.immobiliare.it/annunci/86782428/,Flaminio,na,Roma
"Trilocale piazza Aruleno Celio Sabino, Cinecittà, Roma",350000.0,3,80.0,1,3,https://www.immobiliare.it/annunci/103863833/,Cinecittà,na,Roma
"Quadrilocale via Tirana, Torrino, Roma",960000.0,4,155.0,2,4,https://www.immobiliare.it/annunci/101581539/,Torrino,na,Roma
"Appartamento via Domenico Lupatelli 20, Villa Bonelli, Roma",780000.0,5,200.0,2,5,https://www.immobiliare.it/annunci/98909688/,Villa Bonelli,na,Roma
"Villa bifamiliare via di Vigna Due Torri, Villa Bonelli, Roma",1050000.0,5+,280.0,3+,5+,https://www.immobiliare.it/annunci/103491750/,Villa Bonelli,na,Roma
"Bilocale via Elvira Notari, Fidene, Roma",217000.0,2,56.0,1,2,https://www.immobiliare.it/annunci/94829040/,Fidene,na,Roma
"Appartamento viale Prospero Colonna, Portuense, Roma",700000.0,5,150.0,2,5,https://www.immobiliare.it/annunci/101148629/,Portuense,na,Roma
"Bilocale via Antonio Silvani, Nuovo Salario, Roma",265000.0,2,80.0,1,2,https://www.immobiliare.it/annunci/103763212/,Nuovo Salario,na,Roma
"Trilocale via Stradella  5, Infernetto, Roma",185000.0,3,69.0,1,3,https://www.immobiliare.it/annunci/104013527/,Infernetto,na,Roma
"Trilocale via taranto 95, Villa Fiorelli, Roma",149000.0,3,70.0,1,3,https://www.immobiliare.it/annunci/103356834/,Villa Fiorelli,na,Roma
"Trilocale via di San Castulo, Villa Fiorelli, Roma",290000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/97138330/,Villa Fiorelli,na,Roma
"Bilocale via dei Savorgnan, Torpignattara, Roma",189000.0,2,55.0,1,2,https://www.immobiliare.it/annunci/103740398/,Torpignattara,na,Roma
"Trilocale via Clemente Rebora 88, Fonte Ostiense, Roma",219000.0,3,94.0,2,3,https://www.immobiliare.it/annunci/103344160/,Fonte Ostiense,na,Roma
"Quadrilocale via Tiburtina 612, Casal Bruciato, Roma",350000.0,4,136.0,1,4,https://www.immobiliare.it/annunci/97198884/,Casal Bruciato,na,Roma
"Quadrilocale via Bernardino Telesio, Piazzale degli Eroi, Roma",568000.0,4,85.0,1,4,https://www.immobiliare.it/annunci/102197922/,Piazzale degli Eroi,na,Roma
"Quadrilocale via San Angelo  dei Lombardi, Tor de' Schiavi, Roma",229000.0,4,75.0,1,4,https://www.immobiliare.it/annunci/104013175/,Tor de' Schiavi,na,Roma
"Trilocale via della Madonna del Riposo 114, Gregorio VII - Piccolomini, Roma",330000.0,3,85.0,1,3,https://www.immobiliare.it/annunci/102191676/,Gregorio VII - Piccolomini,na,Roma
"Appartamento via Archelao di Mileto, Casal Palocco, Roma",349000.0,5+,140.0,2,5+,https://www.immobiliare.it/annunci/101263917/,Casal Palocco,na,Roma
"Quadrilocale via Elvira Notari, Fidene, Roma",400000.0,4,125.0,2,4,https://www.immobiliare.it/annunci/94828628/,Fidene,na,Roma
"Trilocale via Deruta, 63, Furio Camillo, Roma",349000.0,3,79.0,1,3,https://www.immobiliare.it/annunci/104095163/,Furio Camillo,na,Roma
"Appartamento via Monte Erice, Città Giardino, Roma",610000.0,5,140.0,2,5,https://www.immobiliare.it/annunci/103555590/,Città Giardino,na,Roma
"Appartamento via capo dell'argentiera 46, Ostia Levante, Roma",279000.0,5,130.0,2,5,https://www.immobiliare.it/annunci/104012893/,Ostia Levante,na,Roma
"Villa unifamiliare via Nazareno Strampelli, Monte Migliore, Roma",1430000.0,5+,445.0,3+,5+,https://www.immobiliare.it/annunci/99977864/,Monte Migliore,na,Roma
"Villa a schiera via Antonio Lotti, Infernetto, Roma",370000.0,4,145.0,2,4,https://www.immobiliare.it/annunci/103330298/,Infernetto,na,Roma
"Attico via Nomentana 899, Talenti - Monte Sacro, Roma",499000.0,4,123.0,1,4,https://www.immobiliare.it/annunci/101659921/,Talenti - Monte Sacro,na,Roma
"Trilocale via della Badia di Cava, Ardeatino - Montagnola, Roma",289000.0,3,71.0,1,3,https://www.immobiliare.it/annunci/101732219/,Ardeatino - Montagnola,na,Roma
"Quadrilocale piazza Stefano Jacini, Vigna Clara - Vigna Stelluti, Roma",750000.0,4,194.0,2,4,https://www.immobiliare.it/annunci/99747438/,Vigna Clara - Vigna Stelluti,na,Roma
"Villa plurifamiliare via Stesicoro 150, Axa, Roma",449000.0,5+,215.0,3+,5+,https://www.immobiliare.it/annunci/104263705/,Axa,na,Roma
"Villa unifamiliare via Vallemaio, Cassia - San Godenzo, Roma",840000.0,5,275.0,3+,5,https://www.immobiliare.it/annunci/100766535/,Cassia - San Godenzo,na,Roma
Palazzo - Edificio in Vendita,650000.0,5+,283.0,2,5+,https://www.immobiliare.it/annunci/99169950/,Pisana - Bravetta,na,Roma
"Bilocale viale Pola 23, Trieste - Coppedè, Roma",450000.0,2,51.0,2,2,https://www.immobiliare.it/annunci/102811922/,Trieste - Coppedè,na,Roma
"Trilocale via Sassetta 11, Settebagni, Roma",139000.0,3,77.0,1,3,https://www.immobiliare.it/annunci/93460740/,Settebagni,na,Roma
"Trilocale via castiglion de pepoli 100, Vitinia, Roma",249000.0,3,95.0,2,3,https://www.immobiliare.it/annunci/98537118/,Vitinia,na,Roma
"Bilocale via Grottazzolina 78, Fidene, Roma",139000.0,2,57.0,1,2,https://www.immobiliare.it/annunci/88606461/,Fidene,na,Roma
"Villa plurifamiliare via Bedollo, Infernetto, Roma",295000.0,4,90.0,1,4,https://www.immobiliare.it/annunci/104263949/,Infernetto,na,Roma
"Villa a schiera via Curon Venosta, Infernetto, Roma",319000.0,3,120.0,2,3,https://www.immobiliare.it/annunci/104013177/,Infernetto,na,Roma
"Quadrilocale via Giuseppe Mercalli, Euclide, Roma",950000.0,4,168.0,3,4,https://www.immobiliare.it/annunci/102352184/,Euclide,na,Roma
"Attico via della mendola, Cortina d'Ampezzo, Roma",2190000.0,5,181.0,3,5,https://www.immobiliare.it/annunci/103874761/,Cortina d'Ampezzo,na,Roma
"Loft via Agrigento 4, Policlinico, Roma",795000.0,4,198.0,2,4,https://www.immobiliare.it/annunci/95962918/,Policlinico,na,Roma
"Bilocale via Lino Liviabella, Infernetto, Roma",199000.0,2,65.0,1,2,https://www.immobiliare.it/annunci/102644324/,Infernetto,na,Roma
"Villa bifamiliare via Torcegno, Infernetto, Roma",250000.0,5,160.0,3,5,https://www.immobiliare.it/annunci/100599716/,Infernetto,na,Roma
"Trilocale via Francesco Ingoli, Acilia, Roma",269000.0,3,80.0,1,3,https://www.immobiliare.it/annunci/102642924/,Acilia,na,Roma
"Villa plurifamiliare via Carlo Calcaterra, Infernetto, Roma",239000.0,4,145.0,3,4,https://www.immobiliare.it/annunci/64239590/,Infernetto,na,Roma
"Monolocale via Francesco Cilea 272, Infernetto, Roma",149000.0,na,40.0,1,1,https://www.immobiliare.it/annunci/104263951/,Infernetto,na,Roma
"Villa a schiera via Antonio Lotti, Infernetto, Roma",395000.0,5,145.0,2,5,https://www.immobiliare.it/annunci/103330508/,Infernetto,na,Roma
"Villa plurifamiliare via Ponte Gardena, Infernetto, Roma",419000.0,5+,180.0,3,5+,https://www.immobiliare.it/annunci/102573406/,Infernetto,na,Roma
"Trilocale via Guadagnolo 24, Tufello, Roma",259000.0,3,75.0,1,3,https://www.immobiliare.it/annunci/102420690/,Tufello,na,Roma
"Quadrilocale via Suvereto, Nuovo Salario, Roma",410000.0,4,120.0,2,4,https://www.immobiliare.it/annunci/104330853/,Nuovo Salario,na,Roma
"Quadrilocale via Padre Giovanni Antonio Filippini, Mostacciano, Roma",375000.0,4,120.0,2,4,https://www.immobiliare.it/annunci/102571228/,Mostacciano,na,Roma
"Trilocale via Francesco Gentile, Cinecittà, Roma",245000.0,3,97.0,1,3,https://www.immobiliare.it/annunci/102201456/,Cinecittà,na,Roma
"Trilocale via Alo Giovannoli, Pigneto, Roma",249000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/101723903/,Pigneto,na,Roma
"Attico via Francesco Borgatti 11, Fleming, Roma",1470000.0,5,215.0,3,5,https://www.immobiliare.it/annunci/103765072/,Fleming,na,Roma
"Quadrilocale via Francesco Mengotti 39, Vigna Clara - Vigna Stelluti, Roma",770000.0,4,209.0,3,4,https://www.immobiliare.it/annunci/101922740/,Vigna Clara - Vigna Stelluti,na,Roma
"Trilocale via della Santabarbara, 9, Ostia Ponente, Roma",165000.0,3,75.0,1,3,https://www.immobiliare.it/annunci/103453354/,Ostia Ponente,na,Roma
"Trilocale Lungotevere Grande Ammiraglio Thaon di Revel, Flaminio, Roma",465000.0,3,117.0,2,3,https://www.immobiliare.it/annunci/104174375/,Flaminio,na,Roma
"Bilocale via Raffaello Giovagnoli, Monteverde Vecchio, Roma",380000.0,2,52.0,1,2,https://www.immobiliare.it/annunci/102915522/,Monteverde Vecchio,na,Roma
"Bilocale via dei Banchi Vecchi, Via Giulia, Roma",725000.0,2,78.0,1,2,https://www.immobiliare.it/annunci/89522765/,Via Giulia,na,Roma
"Villa plurifamiliare via Carlo Calcaterra, Infernetto, Roma",310000.0,4,144.0,3,4,https://www.immobiliare.it/annunci/98715348/,Infernetto,na,Roma
"Appartamento via Pietro Paolo Rubens, Parioli, Roma",1090000.0,5,162.0,3,5,https://www.immobiliare.it/annunci/103610922/,Parioli,na,Roma
"Trilocale via degli Spagnoli 51, Montecitorio, Roma",840000.0,3,86.0,1,3,https://www.immobiliare.it/annunci/101949520/,Montecitorio,na,Roma
"Villa unifamiliare largo dell'Olgiata 15, Olgiata, Roma",2500000.0,5+,830.0,3+,5+,https://www.immobiliare.it/annunci/99369836/,Olgiata,na,Roma
"Monolocale via dell'Olmata 30, Colle Oppio, Roma",480000.0,na,55.0,1,1,https://www.immobiliare.it/annunci/100156908/,Colle Oppio,na,Roma
"Quadrilocale via Giuseppe Moneti, Massimina, Roma",279000.0,4,140.0,2,4,https://www.immobiliare.it/annunci/101753497/,Massimina,na,Roma
"Quadrilocale via Giano Parrasio, Monteverde Vecchio, Roma",440000.0,4,68.0,1,4,https://www.immobiliare.it/annunci/101656819/,Monteverde Vecchio,na,Roma
"Trilocale via delle Nereidi 36, Ostia Ponente, Roma",269000.0,3,104.0,1,3,https://www.immobiliare.it/annunci/101457245/,Ostia Ponente,na,Roma
"Bilocale via Luciano Conti, Ponte di Nona, Roma",105000.0,2,43.0,1,2,https://www.immobiliare.it/annunci/99720638/,Ponte di Nona,na,Roma
"Trilocale Lungotevere Grande Ammiraglio Thaon di Revel, Flaminio, Roma",530000.0,3,110.0,2,3,https://www.immobiliare.it/annunci/103781758/,Flaminio,na,Roma
"Bilocale via Borghesiana 62, Borghesiana, Roma",116000.0,2,42.0,1,2,https://www.immobiliare.it/annunci/101193949/,Borghesiana,na,Roma
"Quadrilocale via della Lupa, Montecitorio, Roma",1640000.0,4,134.0,2,4,https://www.immobiliare.it/annunci/99773522/,Montecitorio,na,Roma
"Trilocale via Baccina, Monti, Roma",410000.0,3,42.0,1,3,https://www.immobiliare.it/annunci/101399505/,Monti,na,Roma
"Appartamento via Cornelio Nepote 16, Medaglie d'Oro, Roma",900000.0,5+,203.0,3,5+,https://www.immobiliare.it/annunci/103187696/,Medaglie d'Oro,na,Roma
"Bilocale via Roccaraso 15, Cortina d'Ampezzo, Roma",340000.0,2,70.0,1,2,https://www.immobiliare.it/annunci/102439316/,Cortina d'Ampezzo,na,Roma
"Quadrilocale via dell'Olmata 30, Colle Oppio, Roma",840000.0,4,119.0,2,4,https://www.immobiliare.it/annunci/99111186/,Colle Oppio,na,Roma
"Appartamento via Della Camilluccia, Camilluccia - Farnesina, Roma",1199000.0,5+,270.0,3,5+,https://www.immobiliare.it/annunci/99863946/,Camilluccia - Farnesina,na,Roma
"Trilocale Circonvallazione Appia, Appio Latino, Roma",680000.0,3,117.0,2,3,https://www.immobiliare.it/annunci/99110370/,Appio Latino,na,Roma
"Appartamento viale di Trastevere, Trastevere, Roma",890000.0,5+,196.0,1,5+,https://www.immobiliare.it/annunci/102040704/,Trastevere,na,Roma
"Trilocale via del Casale Agostinelli 47, Morena, Roma",179000.0,3,73.0,1,3,https://www.immobiliare.it/annunci/104017711/,Morena,na,Roma
"Bilocale via Gallese 18, Tomba di Nerone, Roma",230000.0,2,88.0,1,2,https://www.immobiliare.it/annunci/102145116/,Tomba di Nerone,na,Roma
"Villa a schiera via del Fontanile Anagnino 29, Morena, Roma",329000.0,4,130.0,2,4,https://www.immobiliare.it/annunci/104149275/,Morena,na,Roma
"Villa unifamiliare largo dell'Olgiata, Olgiata, Roma",3500000.0,5+,1500.0,3+,5+,https://www.immobiliare.it/annunci/87337988/,Olgiata,na,Roma
"Quadrilocale via Domenico Millelire, Cipro, Roma",498000.0,4,113.0,2,4,https://www.immobiliare.it/annunci/102143596/,Cipro,na,Roma
"Attico via Leonida Repaci, Bufalotta, Roma",490000.0,4,135.0,2,4,https://www.immobiliare.it/annunci/104100041/,Bufalotta,na,Roma
"Trilocale via Monte Bianco, 114, Città Giardino, Roma",259000.0,3,76.0,1,3,https://www.immobiliare.it/annunci/103591266/,Città Giardino,na,Roma
"Appartamento viale Egeo, Eur, Roma",759000.0,5,160.0,3,5,https://www.immobiliare.it/annunci/103388806/,Eur,na,Roma
"Quadrilocale viale Ignazio Silone 189, Fonte Ostiense, Roma",269000.0,4,100.0,2,4,https://www.immobiliare.it/annunci/103005324/,Fonte Ostiense,na,Roma
"Attico via Giuseppe Casalinuovo, Ardeatino - Montagnola, Roma",790000.0,5,170.0,2,5,https://www.immobiliare.it/annunci/103886257/,Ardeatino - Montagnola,na,Roma
"Bilocale via di Mezzocammino 121, Mezzocammino, Roma",195000.0,2,50.0,1,2,https://www.immobiliare.it/annunci/104125759/,Mezzocammino,na,Roma
"Quadrilocale via Damaso Cerquetti 53, Monteverde Nuovo, Roma",540000.0,4,156.0,2,4,https://www.immobiliare.it/annunci/104129779/,Monteverde Nuovo,na,Roma
"Appartamento via Giana Anguissola, Ardeatino - Montagnola, Roma",645000.0,5+,134.0,3,5+,https://www.immobiliare.it/annunci/100004670/,Ardeatino - Montagnola,na,Roma
"Bilocale vicolo Di Monte Del Gallo, Gregorio VII - Piccolomini, Roma",249000.0,2,70.0,1,2,https://www.immobiliare.it/annunci/101647319/,Gregorio VII - Piccolomini,na,Roma
"Trilocale via Menandro, Axa, Roma",299000.0,3,99.0,1,3,https://www.immobiliare.it/annunci/102803758/,Axa,na,Roma
"Appartamento via Cassia 927N, Grottarossa - Saxa Rubra, Roma",850000.0,5+,220.0,3,5+,https://www.immobiliare.it/annunci/102965646/,Grottarossa - Saxa Rubra,na,Roma
"Trilocale via Alessandria 184, Salario - Porta Pia, Roma",449000.0,3,71.0,1,3,https://www.immobiliare.it/annunci/104237091/,Salario - Porta Pia,na,Roma
"Trilocale via Paola Falconieri 3, Monteverde Nuovo, Roma",199000.0,3,80.0,1,3,https://www.immobiliare.it/annunci/101597687/,Monteverde Nuovo,na,Roma
"Appartamento corso Trieste, Trieste - Coppedè, Roma",1450000.0,5+,250.0,2,5+,https://www.immobiliare.it/annunci/104027915/,Trieste - Coppedè,na,Roma
"Appartamento via Cassia, Cassia - San Godenzo, Roma",650000.0,5+,200.0,3,5+,https://www.immobiliare.it/annunci/102516906/,Cassia - San Godenzo,na,Roma
"Villa unifamiliare largo dell'Olgiata 15, Olgiata, Roma",990000.0,5+,600.0,3+,5+,https://www.immobiliare.it/annunci/96919224/,Olgiata,na,Roma
"Trilocale viale Città d'Europa 617, Torrino, Roma",359000.0,3,93.0,2,3,https://www.immobiliare.it/annunci/102579502/,Torrino,na,Roma
"Trilocale via di Casal del Marmo 496E, Ottavia, Roma",275000.0,3,82.0,1,3,https://www.immobiliare.it/annunci/103591324/,Ottavia,na,Roma
"Trilocale via Portogallo 11, Villaggio Olimpico, Roma",369000.0,3,100.0,1,3,https://www.immobiliare.it/annunci/104025837/,Villaggio Olimpico,na,Roma
"Appartamento via Nomentana 373, Africano - Villa Chigi, Roma",1580000.0,5,216.0,3,5,https://www.immobiliare.it/annunci/103528912/,Africano - Villa Chigi,na,Roma
"Trilocale via Fiume Giallo, Torrino, Roma",310000.0,3,90.0,2,3,https://www.immobiliare.it/annunci/98490684/,Torrino,na,Roma
"Villa a schiera via Pisistrato, Casal Palocco, Roma",490000.0,5,160.0,3,5,https://www.immobiliare.it/annunci/104030225/,Casal Palocco,na,Roma
"Bilocale via Elvira Notari, Fidene, Roma",167000.0,2,39.0,1,2,https://www.immobiliare.it/annunci/94880726/,Fidene,na,Roma
"Appartamento via Francesco Schupfer, Baldo degli Ubaldi, Roma",580000.0,5+,171.0,3,5+,https://www.immobiliare.it/annunci/103017800/,Baldo degli Ubaldi,na,Roma
"Quadrilocale via Benedetto Croce, Ardeatino - Montagnola, Roma",510000.0,4,152.0,3,4,https://www.immobiliare.it/annunci/99020862/,Ardeatino - Montagnola,na,Roma
"Attico via della Mendola, Cortina d'Ampezzo, Roma",1540000.0,4,260.0,3+,4,https://www.immobiliare.it/annunci/93817676/,Cortina d'Ampezzo,na,Roma
"Appartamento via Laurentina 585, Cecchignola - Giuliano Dalmata, Roma",499000.0,5,174.0,2,5,https://www.immobiliare.it/annunci/102548432/,Cecchignola - Giuliano Dalmata,na,Roma
"Appartamento in villa via Giovanni Gregorio Mendel 229, Falcognana, Roma",330000.0,5,250.0,3,5,https://www.immobiliare.it/annunci/101125395/,Falcognana,na,Roma
"Villa unifamiliare via Della Camilluccia, Camilluccia - Farnesina, Roma",1690000.0,5+,450.0,3+,5+,https://www.immobiliare.it/annunci/103981705/,Camilluccia - Farnesina,na,Roma
"Attico piazzale Degli Eroi, Cipro, Roma",319000.0,3,80.0,1,3,https://www.immobiliare.it/annunci/103506882/,Cipro,na,Roma
"Trilocale via Vincenzo Ciaffi, Ardeatino - Montagnola, Roma",499000.0,3,97.0,2,3,https://www.immobiliare.it/annunci/103113248/,Ardeatino - Montagnola,na,Roma
"Quadrilocale viale Cesare Pavese 35, Fonte Ostiense, Roma",509000.0,4,150.0,2,4,https://www.immobiliare.it/annunci/102928208/,Fonte Ostiense,na,Roma
"Trilocale via del Torraccio di Torrenova 195, Torre Angela, Roma",179000.0,3,93.0,1,3,https://www.immobiliare.it/annunci/102083056/,Torre Angela,na,Roma
"Attico via Guido Alfani, Camilluccia - Farnesina, Roma",649000.0,5,138.0,2,5,https://www.immobiliare.it/annunci/103133428/,Camilluccia - Farnesina,na,Roma
"Trilocale via Ariano Irpino 27, Tor de' Schiavi, Roma",280000.0,3,100.0,1,3,https://www.immobiliare.it/annunci/102215426/,Tor de' Schiavi,na,Roma
"Trilocale viale Giorgio Ribotta, Torrino, Roma",680000.0,3,109.0,2,3,https://www.immobiliare.it/annunci/100585854/,Torrino,na,Roma
"Trilocale via Paola Falconieri 102, Monteverde Nuovo, Roma",280000.0,3,95.0,2,3,https://www.immobiliare.it/annunci/99623380/,Monteverde Nuovo,na,Roma
"Appartamento largo Corinto, 7, San Paolo, Roma",409000.0,5,140.0,1,5,https://www.immobiliare.it/annunci/102217696/,San Paolo,na,Roma
"Appartamento via Francesco Belloni, Ardeatino - Montagnola, Roma",260000.0,5+,142.0,2,5+,https://www.immobiliare.it/annunci/92055740/,Ardeatino - Montagnola,na,Roma
"Attico via Guido Castelnuovo, Marconi, Roma",310000.0,2,74.0,1,2,https://www.immobiliare.it/annunci/103785286/,Marconi,na,Roma
"Appartamento via Luigi Settembrini, Mazzini - Delle Vittorie, Roma",1500000.0,5+,270.0,2,5+,https://www.immobiliare.it/annunci/101640635/,Mazzini - Delle Vittorie,na,Roma
"Appartamento via Gian Giacomo Porro, Parioli, Roma",1550000.0,5,240.0,3,5,https://www.immobiliare.it/annunci/86076204/,Parioli,na,Roma
"Monolocale via Luigi de Marchi, Castel di Leva, Roma",157000.0,na,40.0,1,1,https://www.immobiliare.it/annunci/100728169/,Castel di Leva,na,Roma
"Bilocale via domenico berti, 36, Monte Mario - Trionfale, Roma",255000.0,2,70.0,1,2,https://www.immobiliare.it/annunci/103677536/,Monte Mario - Trionfale,na,Roma
"Trilocale via degli Zingari 60, Monti, Roma",770000.0,3,115.0,2,3,https://www.immobiliare.it/annunci/103242760/,Monti,na,Roma
"Trilocale via Alberto Franchetti, Infernetto, Roma",266300.0,3,84.0,1,3,https://www.immobiliare.it/annunci/96985430/,Infernetto,na,Roma
"Appartamento via Archimede, Euclide, Roma",620000.0,5,87.0,2,5,https://www.immobiliare.it/annunci/94891622/,Euclide,na,Roma
"Appartamento via Cavalese, Cortina d'Ampezzo, Roma",650000.0,5,152.0,3,5,https://www.immobiliare.it/annunci/102241900/,Cortina d'Ampezzo,na,Roma
"Trilocale via Statonia 21, Re di Roma, Roma",379000.0,3,90.0,2,3,https://www.immobiliare.it/annunci/101721079/,Re di Roma,na,Roma
"Trilocale via Giacomo Leopardi, Esquilino, Roma",580000.0,3,90.0,2,3,https://www.immobiliare.it/annunci/103526464/,Esquilino,na,Roma
"Trilocale via Alberto Franchetti, Infernetto, Roma",224100.0,3,73.0,1,3,https://www.immobiliare.it/annunci/96679000/,Infernetto,na,Roma
"Trilocale via Alberto Franchetti, Infernetto, Roma",222800.0,3,73.0,1,3,https://www.immobiliare.it/annunci/102200974/,Infernetto,na,Roma
"Attico via Cinquefrondi 88, Anagnina, Roma",250000.0,2,70.0,1,2,https://www.immobiliare.it/annunci/103725152/,Anagnina,na,Roma
"Appartamento via Agostino Richelmy, Gregorio VII - Piccolomini, Roma",690000.0,5,194.0,3,5,https://www.immobiliare.it/annunci/101578751/,Gregorio VII - Piccolomini,na,Roma
"Trilocale via Zinasco, Ottavia, Roma",198000.0,3,68.0,1,3,https://www.immobiliare.it/annunci/102144710/,Ottavia,na,Roma
"Bilocale via Alberto Franchetti, Infernetto, Roma",232400.0,2,75.0,1,2,https://www.immobiliare.it/annunci/96978492/,Infernetto,na,Roma
"Trilocale via del Casale Radicelli 20, Castel di Leva, Roma",179000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/101452295/,Castel di Leva,na,Roma
"Appartamento via Giuseppe Ceracchi, Parioli, Roma",1970000.0,5+,269.0,3,5+,https://www.immobiliare.it/annunci/102610064/,Parioli,na,Roma
"Trilocale piazza Armenia 12, San Giovanni, Roma",329000.0,3,79.0,1,3,https://www.immobiliare.it/annunci/103810348/,San Giovanni,na,Roma
"Trilocale viale Marco Fulvio Nobiliore 151, Cinecittà, Roma",224000.0,3,91.0,1,3,https://www.immobiliare.it/annunci/102241776/,Cinecittà,na,Roma
"Villa unifamiliare via Flaminia Nuova 290, Fleming, Roma",4900000.0,5+,1000.0,3+,5+,https://www.immobiliare.it/annunci/93462214/,Fleming,na,Roma
"Quadrilocale via Trionfale 112, Piazzale degli Eroi, Roma",450000.0,4,132.0,1,4,https://www.immobiliare.it/annunci/98852362/,Piazzale degli Eroi,na,Roma
"Quadrilocale via Farfa, Marconi, Roma",475000.0,4,130.0,2,4,https://www.immobiliare.it/annunci/103607724/,Marconi,na,Roma
"Trilocale via dell'Impruneta, Magliana, Roma",229000.0,3,81.0,2,3,https://www.immobiliare.it/annunci/95460156/,Magliana,na,Roma
"Trilocale via dei Lauri, Centocelle, Roma",279000.0,3,95.0,1,3,https://www.immobiliare.it/annunci/102497870/,Centocelle,na,Roma
"Trilocale via Federico Ozanam, Monteverde Nuovo, Roma",245000.0,3,75.0,1,3,https://www.immobiliare.it/annunci/96924302/,Monteverde Nuovo,na,Roma
"Trilocale via Erminio Macario, Malafede, Roma",315000.0,3,99.0,2,3,https://www.immobiliare.it/annunci/101182335/,Malafede,na,Roma
"Trilocale via Alessandro Santini, Massimina, Roma",330000.0,3,100.0,3,3,https://www.immobiliare.it/annunci/99983034/,Massimina,na,Roma
"Attico viale Cortina d'Ampezzo, Cortina d'Ampezzo, Roma",675000.0,3,135.0,2,3,https://www.immobiliare.it/annunci/101285615/,Cortina d'Ampezzo,na,Roma
"Trilocale via Giuseppe Peano, Marconi, Roma",310000.0,3,90.0,1,3,https://www.immobiliare.it/annunci/98236238/,Marconi,na,Roma
"Quadrilocale via Francesco dall'Ongaro, Monteverde Vecchio, Roma",730000.0,4,154.0,2,4,https://www.immobiliare.it/annunci/103828281/,Monteverde Vecchio,na,Roma
"Attico via della Verbena, Acilia, Roma",146000.0,na,32.0,1,1,https://www.immobiliare.it/annunci/101609025/,Acilia,na,Roma
"Quadrilocale via Luigi Fincati, Garbatella, Roma",520000.0,4,113.0,2,4,https://www.immobiliare.it/annunci/101227889/,Garbatella,na,Roma
"Quadrilocale via Benedetto Croce, Ardeatino - Montagnola, Roma",645000.0,4,157.0,2,4,https://www.immobiliare.it/annunci/101348587/,Ardeatino - Montagnola,na,Roma
"Attico viale Cortina d'Ampezzo, Cortina d'Ampezzo, Roma",985000.0,5,195.0,3,5,https://www.immobiliare.it/annunci/101056341/,Cortina d'Ampezzo,na,Roma
"Appartamento via Genserico Fontana, Balduina, Roma",365000.0,5,150.0,2,5,https://www.immobiliare.it/annunci/102879158/,Balduina,na,Roma
"Appartamento via Soverato, Appio Claudio - Statuario, Roma",599000.0,5,131.0,3,5,https://www.immobiliare.it/annunci/103200328/,Appio Claudio - Statuario,na,Roma
"Trilocale via Luigi Carrer, Porta di Roma, Roma",225000.0,3,80.0,2,3,https://www.immobiliare.it/annunci/100509702/,Porta di Roma,na,Roma
"Bilocale via Giovanni Garau, Ostia Ponente, Roma",120000.0,2,70.0,1,2,https://www.immobiliare.it/annunci/100789841/,Ostia Ponente,na,Roma
"Bilocale via Serafino da Gorizia, Acilia, Roma",169000.0,2,80.0,2,2,https://www.immobiliare.it/annunci/101319871/,Acilia,na,Roma
"Bilocale viale Giorgio De Chirico 141, Tor Sapienza - La Rustica, Roma",166000.0,2,51.0,1,2,https://www.immobiliare.it/annunci/99577474/,Tor Sapienza - La Rustica,na,Roma
"Trilocale viale Giorgio De Chirico 141, Tor Sapienza - La Rustica, Roma",223000.0,3,68.0,1,3,https://www.immobiliare.it/annunci/99577130/,Tor Sapienza - La Rustica,na,Roma
"Monolocale Lungotevere Testaccio, Testaccio, Roma",470000.0,na,80.0,1,1,https://www.immobiliare.it/annunci/103144036/,Testaccio,na,Roma
